           RA_1          DEC_1      r_k20fe_1      h_m_k20fe         k_ba_1         k_pa_1     distance_1         Separation_1             RA            DEC     distance_2          H_mag
              E              E              E              E              E              E              E                    D              E              E              E              E
                                                                                                                        arcsec                                                            
   1.798549E+02   5.096169E+01   1.012000E+02   7.871000E+00   2.600000E-01  -2.000000E+00   1.700000E+01   1.037944157071E-01           NULL           NULL           NULL           NULL
   1.803620E+02   6.189570E+01   8.620000E+01   7.861000E+00   3.800000E-01   8.200000E+01   2.460000E+01   7.763127953553E-02           NULL           NULL           NULL           NULL
   1.807904E+02   4.453126E+01   1.026000E+02   8.234000E+00   5.500000E-01  -3.750000E+01   1.700000E+01   1.174770125795E-01           NULL           NULL           NULL           NULL
   1.810466E+02   1.844345E+01   7.180000E+01   9.026000E+00   4.100000E-01  -2.250000E+01   1.690000E+01   1.042203034891E-01           NULL           NULL           NULL           NULL
   1.811808E+02   3.117722E+01   2.190000E+01   1.073900E+01   9.000000E-01   1.750000E+01   1.050000E+03   4.699787241691E-02           NULL           NULL           NULL           NULL
   1.813925E+02   5.053903E+01   9.920000E+01   7.860000E+00   4.800000E-01   5.300000E+01   1.700000E+01   1.047358188557E-01   1.813300E+02   5.035000E+01   1.700000E+01   1.001000E+01
   1.815048E+02   4.747836E+01   1.234000E+02   8.275000E+00   3.000000E-01   1.750000E+01   8.800000E+00   7.425314549406E-02           NULL           NULL           NULL           NULL
   1.815358E+02   4.958231E+01   9.450000E+01   8.363000E+00   2.900000E-01  -1.550000E+01   1.700000E+01   1.068456112212E-01           NULL           NULL           NULL           NULL
   1.815963E+02   5.271095E+01   6.860000E+01   8.144000E+00   5.500000E-01   3.800000E+01   1.700000E+01   3.327958621894E-02           NULL           NULL           NULL           NULL
   1.817630E+02   4.306539E+01   8.600000E+01   7.846000E+00   2.400000E-01  -3.000000E+01   1.700000E+01   8.026335162096E-02           NULL           NULL           NULL           NULL
   1.820251E+02   6.517413E+01   1.058000E+02   7.238000E+00   6.300000E-01   8.250000E+01   2.420000E+01   4.612740208479E-02           NULL           NULL           NULL           NULL
   1.820402E+02   1.037872E+01   8.580000E+01   8.918000E+00   4.100000E-01  -7.100000E+01   1.680000E+01   1.080657475235E-01           NULL           NULL           NULL           NULL
   1.824942E+02   4.645718E+01   6.960000E+01   1.010300E+01   3.400000E-01  -7.600000E+01   4.100000E+00   7.568442899501E-02           NULL           NULL           NULL           NULL
   1.825063E+02   3.988386E+01   6.280000E+01   9.603000E+00   7.100000E-01  -8.000000E+01   2.070000E+01   1.264546908380E-01           NULL           NULL           NULL           NULL
   1.825591E+02  -2.973681E+01   5.940000E+01   1.032900E+01   4.500000E-01  -5.500000E+00   3.020000E+01   9.539571739947E-02           NULL           NULL           NULL           NULL
   1.826361E+02   3.940576E+01   8.820000E+01   7.937000E+00   8.100000E-01  -5.000000E+01   2.030000E+01   4.244401653089E-02           NULL           NULL           NULL           NULL
   1.827682E+02   5.048468E+01   1.349000E+02   7.768000E+00   1.800000E-01   6.350000E+01   1.700000E+01   3.495215236569E-02           NULL           NULL           NULL           NULL
   1.833203E+02   4.369827E+01   6.750000E+01   1.045200E+01   3.000000E-01  -1.150000E+01   1.700000E+01   1.191447542105E-01           NULL           NULL           NULL           NULL
   1.834512E+02   1.490047E+01   1.728000E+02   7.247000E+00   2.400000E-01  -3.000000E+01   1.680000E+01   5.308450762740E-02           NULL           NULL           NULL           NULL
   1.838203E+02   1.302384E+01   7.960000E+01   9.941000E+00   2.000000E-01   2.500000E+00   1.680000E+01   5.351860000267E-02           NULL           NULL           NULL           NULL
   1.839132E+02   3.632689E+01   8.540000E+01   8.455000E+00   6.400000E-01  -5.250000E+01   3.500000E+00   8.851139211153E-02           NULL           NULL           NULL           NULL
   1.839417E+02   1.070025E+01   2.120000E+01   1.338700E+01   7.920000E-01  -2.650000E+01   1.680000E+01   5.397648851164E-02           NULL           NULL           NULL           NULL
   1.839621E+02   4.709179E+01   1.120000E+02   8.065000E+00   3.400000E-01   4.750000E+01   1.700000E+01   3.739888032772E-02           NULL           NULL           NULL           NULL
   1.839769E+02   1.314940E+01   2.176000E+02   6.847000E+00   1.800000E-01   1.950000E+01   1.680000E+01   1.604740302017E-01           NULL           NULL           NULL           NULL
   1.841755E+02   6.946257E+01   7.320000E+01   1.000900E+01   1.000000E+00   1.550000E+01   2.200000E+00   1.927107475352E-02           NULL           NULL           NULL           NULL
   1.843736E+02   3.780711E+01   1.570000E+02   8.323000E+00   3.000000E-01   4.550000E+01   3.100000E+00   4.340033293641E-02           NULL           NULL           NULL           NULL
   1.843756E+02   4.561928E+01   5.560000E+01   1.014400E+01   1.000000E+00   4.250000E+01   7.500000E+00   7.684089026959E-02           NULL           NULL           NULL           NULL
   1.843918E+02   2.253982E+01   6.160000E+01   1.151600E+01   1.400000E-01   8.450000E+01   3.800000E+00   1.522067897934E-01           NULL           NULL           NULL           NULL
   1.846793E+02   6.589808E+01   9.610000E+01   8.603000E+00   3.000000E-01   4.200000E+01   3.910000E+01   2.243194333980E-02           NULL           NULL           NULL           NULL
   1.847068E+02   1.441649E+01   1.022000E+02   7.404000E+00   9.500000E-01   2.350000E+01   1.680000E+01   1.064038567213E-01           NULL           NULL           NULL           NULL
   1.847401E+02   4.730372E+01   2.639000E+02   5.841000E+00   4.900000E-01  -2.000000E+01   6.800000E+00   3.724980314806E-02           NULL           NULL           NULL           NULL
   1.848469E+02   5.824710E+00   7.990000E+01   7.652000E+00   8.600000E-01  -7.500000E+00   3.510000E+01   1.092960608228E-01           NULL           NULL           NULL           NULL
   1.849263E+02   5.538200E+00   5.650000E+01   9.963000E+00   2.000000E-01   7.600000E+01   3.510000E+01   5.467522390243E-02           NULL           NULL           NULL           NULL
   1.849611E+02   2.961470E+01   1.286000E+02   7.407000E+00   4.500000E-01  -8.050000E+01   9.700000E+00   0.000000000000E+00           NULL           NULL           NULL           NULL
   1.850284E+02   2.928050E+01   7.460000E+01   7.503000E+00   9.300000E-01   2.750000E+01   9.700000E+00   4.791334205024E-02           NULL           NULL           NULL           NULL
   1.852596E+02   3.721960E+00   4.210000E+01   1.042300E+01   2.400000E-01   1.000000E+00   4.179300E+02   0.000000000000E+00           NULL           NULL           NULL           NULL
   1.853037E+02   1.838240E+01   1.171000E+02   7.923000E+00   3.400000E-01   7.700000E+01   1.700000E+01   5.212863968107E-02           NULL           NULL           NULL           NULL
   1.854270E+02   1.459776E+01   1.409000E+02   8.291000E+00   1.200000E-01  -2.000000E+00   1.680000E+01   5.315839366217E-02           NULL           NULL           NULL           NULL
   1.854790E+02   4.473590E+00   1.058000E+02   7.251000E+00   7.500000E-01   2.000000E+01   1.520000E+01   1.642928565208E-01           NULL           NULL           NULL           NULL
   1.856307E+02   1.553792E+01   7.690000E+01   9.236000E+00   2.600000E-01  -7.500000E+00   1.058200E+02   1.587722238533E-01           NULL           NULL           NULL           NULL
   1.856335E+02   2.989532E+01   8.900000E+01   7.889000E+00   6.800000E-01  -3.250000E+01   9.700000E+00   0.000000000000E+00           NULL           NULL           NULL           NULL
   1.857287E+02   1.582238E+01   1.508000E+02   7.088000E+00   7.800000E-01  -7.250000E+01   1.680000E+01   1.585511003389E-01           NULL           NULL           NULL           NULL
   1.858219E+02   1.136798E+01   9.200000E+01   1.002400E+01   1.600000E-01   5.900000E+01   1.967500E+02   1.077079265956E-01           NULL           NULL           NULL           NULL
   1.861176E+02   7.317520E+00   1.130000E+02   7.028000E+00   7.400000E-01   4.500000E+01   1.680000E+01   5.448425221032E-02           NULL           NULL           NULL           NULL
   1.862657E+02   1.288696E+01   1.150000E+02   6.587000E+00   9.200000E-01  -5.750000E+01   1.680000E+01   1.606440638508E-01           NULL           NULL           NULL           NULL
   1.863502E+02   1.819108E+01   1.478000E+02   6.514000E+00   6.700000E-01   1.250000E+01   1.680000E+01   5.218619377903E-02           NULL           NULL           NULL           NULL
   1.864451E+02   1.266207E+01   9.290000E+01   8.448000E+00   3.200000E-01   8.950000E+01   1.680000E+01   5.359569590867E-02   1.864300E+02   1.280000E+01   1.680000E+01   9.890000E+00
   1.864538E+02   3.354675E+01   3.760000E+01   1.128200E+01   1.000000E+00  -6.300000E+01   3.600000E+00   1.373458894708E-01           NULL           NULL           NULL           NULL
   1.865492E+02   1.294597E+01   1.514000E+02   6.506000E+00   6.700000E-01  -5.500000E+01   1.680000E+01   1.070707502287E-01           NULL           NULL           NULL           NULL
   1.868607E+02   1.110754E+01   1.403000E+02   7.111000E+00   3.400000E-01  -8.350000E+01   1.680000E+01   1.617078712751E-01           NULL           NULL           NULL           NULL
   1.869402E+02   1.300859E+01   8.930000E+01   7.655000E+00   5.400000E-01   2.050000E+01   1.680000E+01   5.352189312203E-02   1.869000E+02   1.307000E+01   1.680000E+01   8.100000E+00
   1.870162E+02   9.803620E+00   9.690000E+01   7.593000E+00   5.100000E-01   8.250000E+01   1.680000E+01   5.412948159253E-02           NULL           NULL           NULL           NULL
   1.870463E+02   4.409356E+01   1.152000E+02   7.699000E+00   6.500000E-01   5.000000E+01   3.000000E+00   7.890430546365E-02           NULL           NULL           NULL           NULL
   1.870643E+02   2.862030E+01   9.310000E+01   8.125000E+00   3.200000E-01  -8.850000E+01   9.700000E+00   4.821972566471E-02           NULL           NULL           NULL           NULL
   1.871235E+02   1.708495E+01   1.120000E+02   7.415000E+00   6.300000E-01   2.500000E+00   1.680000E+01   1.050150388585E-01           NULL           NULL           NULL           NULL
   1.871804E+02   1.175492E+01   5.830000E+01   9.347000E+00   2.200000E-01   3.200000E+01   1.680000E+01   1.075592265226E-01           NULL           NULL           NULL           NULL
   1.871833E+02   2.282156E+01   3.730000E+01   1.126600E+01   2.800000E-01   2.100000E+01   6.200000E+00   5.063144172965E-02           NULL           NULL           NULL           NULL
   1.874450E+02   8.000410E+00   1.792000E+02   5.745000E+00   8.100000E-01  -1.750000E+01   1.680000E+01   5.439699489740E-02   1.873300E+02   8.150000E+00   1.680000E+01   9.920000E+00
   1.874537E+02   1.342932E+01   9.370000E+01   7.507000E+00   5.400000E-01  -8.500000E+01   1.680000E+01   1.602889602057E-01           NULL           NULL           NULL           NULL
   1.875094E+02   1.363645E+01   8.200000E+01   7.622000E+00   9.000000E-01   4.000000E+01   1.680000E+01   1.601495530482E-01           NULL           NULL           NULL           NULL
   1.876515E+02   4.164363E+01   1.174000E+02   7.786000E+00   4.300000E-01  -6.500000E+01   7.800000E+00   8.209998313027E-02           NULL           NULL           NULL           NULL
   1.877059E+02   1.239110E+01   1.360000E+02   6.158000E+00   8.600000E-01  -2.750000E+01   1.680000E+01   1.073040844856E-01   1.875800E+02   1.232000E+01   1.680000E+01   8.900000E+00
   1.877381E+02   1.148355E+01   4.130000E+01   1.029300E+01   4.700000E-01  -3.950000E+01   7.000000E+01   1.614960412888E-01           NULL           NULL           NULL           NULL
   1.878501E+02   2.577498E+01   9.110000E+01   7.384000E+00   8.700000E-01  -7.500000E+00   9.700000E+00   1.483992672529E-01           NULL           NULL           NULL           NULL
   1.879967E+02   1.442041E+01   1.554000E+02   6.626000E+00   4.400000E-01  -4.000000E+01   1.680000E+01   1.064019848330E-01           NULL           NULL           NULL           NULL
   1.881899E+02   1.150400E-01   2.261000E+02   7.780000E+00   1.600000E-01   8.250000E+01   9.800000E+00   1.647945897065E-01           NULL           NULL           NULL           NULL
   1.883762E+02   8.654460E+00   4.080000E+01   1.017000E+01   6.800000E-01   4.000000E+01   1.680000E+01   1.629185339828E-01           NULL           NULL           NULL           NULL
   1.884493E+02   1.516717E+01   2.550000E+01   1.238300E+01   1.000000E+00   1.250000E+01   1.680000E+01   1.590545495384E-01           NULL           NULL           NULL           NULL
   1.885126E+02   7.699140E+00   1.509000E+02   6.787000E+00   4.300000E-01  -6.700000E+01   1.680000E+01   5.443644348255E-02           NULL           NULL           NULL           NULL
   1.885354E+02   2.653810E+00   1.410000E+02   7.343000E+00   3.400000E-01   6.950000E+01   1.350000E+01   0.000000000000E+00           NULL           NULL           NULL           NULL
   1.885846E+02   8.197760E+00   1.096000E+02   7.873000E+00   5.000000E-01   2.750000E+01   1.680000E+01   1.087406770351E-01           NULL           NULL           NULL           NULL
   1.886130E+02   2.187880E+00   1.135000E+02   8.050000E+00   5.200000E-01  -8.500000E+01   1.330000E+01   1.097831924680E-01           NULL           NULL           NULL           NULL
   1.888601E+02   1.449632E+01   1.050000E+02   7.600000E+00   1.000000E+00  -6.000000E+01   1.680000E+01   5.318282160961E-02           NULL           NULL           NULL           NULL
   1.889162E+02   1.255604E+01   8.880000E+01   7.086000E+00   9.400000E-01  -3.000000E+01   1.680000E+01   5.361788702994E-02           NULL           NULL           NULL           NULL
   1.889904E+02   2.795976E+01   1.226000E+02   8.202000E+00   4.700000E-01  -3.250000E+01   9.700000E+00   9.703971924042E-02           NULL           NULL           NULL           NULL
   1.890867E+02   2.598739E+01   1.911000E+02   6.417000E+00   3.200000E-01  -4.650000E+01   9.700000E+00   4.937752985013E-02           NULL           NULL           NULL           NULL
   1.891363E+02   1.125787E+01   7.780000E+01   8.723000E+00   5.900000E-01   5.750000E+01   1.680000E+01   1.616240162719E-01           NULL           NULL           NULL           NULL
   1.891429E+02   1.123863E+01   1.048000E+02   7.931000E+00   3.900000E-01   2.800000E+01   1.680000E+01   5.387827011986E-02           NULL           NULL           NULL           NULL
   1.892076E+02   1.316287E+01   1.651000E+02   6.984000E+00   4.000000E-01   1.500000E+01   1.680000E+01   1.069768078031E-01           NULL           NULL           NULL           NULL
   1.893543E+02   7.419189E+01   6.950000E+01   8.142000E+00   7.500000E-01   9.250000E+01   3.000000E+01   1.496428499290E-02           NULL           NULL           NULL           NULL
   1.894317E+02   1.181809E+01   1.200000E+02   6.858000E+00   7.000000E-01   7.500000E+01   1.680000E+01   1.613017263995E-01           NULL           NULL           NULL           NULL
   1.899146E+02  -5.344210E+00   8.060000E+01   8.501000E+00   5.400000E-01   5.750000E+01   3.950000E+01   1.640785793599E-01           NULL           NULL           NULL           NULL
   1.899663E+02   1.529780E+01   3.500000E+01   1.051700E+01   6.300000E-01  -6.500000E+01   1.680000E+01   0.000000000000E+00           NULL           NULL           NULL           NULL
   1.899974E+02   6.160919E+01   1.018000E+02   8.130000E+00   4.000000E-01  -6.000000E+01   4.000000E+00   2.611906579716E-02           NULL           NULL           NULL           NULL
   1.899979E+02  -1.162307E+01   2.017000E+02   5.258000E+00   5.400000E-01   8.750000E+01   2.000000E+01   0.000000000000E+00           NULL           NULL           NULL           NULL
   1.901535E+02  -5.133010E+00   7.510000E+01   8.921000E+00   4.100000E-01  -7.750000E+01   3.790000E+01   1.094226948907E-01           NULL           NULL           NULL           NULL
   1.904696E+02   4.127372E+01   3.420000E+01   1.025800E+01   9.000000E-01   2.750000E+01   8.200000E+00   4.128479630513E-02           NULL           NULL           NULL           NULL
   1.905097E+02   1.164693E+01   1.090000E+02   7.087000E+00   6.500000E-01  -1.500000E+01   1.680000E+01   1.076012206991E-01           NULL           NULL           NULL           NULL
   1.905334E+02   3.254151E+01   2.227000E+02   6.977000E+00   3.000000E-01   8.350000E+01   6.900000E+00   9.261495971760E-02           NULL           NULL           NULL           NULL
   1.906555E+02   1.435713E+01   3.080000E+01   1.156300E+01   6.100000E-01   4.750000E+01   2.120000E+02   1.596482059364E-01           NULL           NULL           NULL           NULL
   1.907078E+02   2.687780E+00   1.348000E+02   6.838000E+00   8.400000E-01  -3.750000E+01   1.700000E+01   5.487121022140E-02           NULL           NULL           NULL           NULL
   1.907185E+02   1.325723E+01   4.540000E+01   9.052000E+00   6.800000E-01  -1.950000E+01   1.680000E+01   1.604031914816E-01           NULL           NULL           NULL           NULL
   1.908856E+02   1.158247E+01   8.600000E+01   8.460000E+00   7.900000E-01  -8.500000E+01   1.680000E+01   5.381305246281E-02           NULL           NULL           NULL           NULL
   1.909167E+02   1.155261E+01   1.466000E+02   6.080000E+00   8.100000E-01  -7.250000E+01   1.680000E+01   0.000000000000E+00           NULL           NULL           NULL           NULL
   1.909860E+02   1.312635E+01   9.640000E+01   8.179000E+00   4.500000E-01  -6.000000E+01   1.680000E+01   0.000000000000E+00           NULL           NULL           NULL           NULL
   1.912861E+02  -4.619100E-01   1.122000E+02   7.453000E+00   2.800000E-01   3.950000E+01   1.410000E+01   1.647895666159E-01           NULL           NULL           NULL           NULL
   1.921496E+02  -5.800850E+00   1.238000E+02   6.729000E+00   6.300000E-01   6.750000E+01   2.330000E+01   5.465034724317E-02           NULL           NULL           NULL           NULL
   1.922053E+02  -4.131109E+01   9.530000E+01   7.546000E+00   8.300000E-01   9.000000E+01   4.640000E+01   4.126115408418E-02           NULL           NULL           NULL           NULL
   1.924123E+02   1.516549E+01   1.032000E+02   7.909000E+00   2.400000E-01   2.700000E+01   1.680000E+01   1.060372088174E-01           NULL           NULL           NULL           NULL
   1.925307E+02   7.287448E+01   5.650000E+01   8.438000E+00   7.700000E-01  -5.000000E+01   2.610000E+01   1.617550013554E-02           NULL           NULL           NULL           NULL
   1.926109E+02   2.550076E+01   1.747000E+02   6.557000E+00   5.200000E-01   5.000000E+01   1.240000E+01   4.958017717156E-02           NULL           NULL           NULL           NULL
   1.927215E+02   4.112015E+01   1.723000E+02   5.418000E+00   7.900000E-01   8.500000E+01   4.300000E+00   1.241453111629E-01           NULL           NULL           NULL           NULL
   1.927546E+02  -6.393050E+00   6.440000E+01   1.040600E+01   2.800000E-01  -5.250000E+01   2.590000E+01   1.091800891060E-01           NULL           NULL           NULL           NULL
   1.930732E+02   1.131366E+01   8.990000E+01   7.798000E+00   7.400000E-01   3.000000E+00   1.680000E+01   5.386420439687E-02           NULL           NULL           NULL           NULL
   1.930921E+02  -1.199690E+00   1.204000E+02   7.084000E+00   6.100000E-01   9.750000E+01   1.510000E+01   1.098391988378E-01           NULL           NULL           NULL           NULL
   1.931837E+02   1.584840E+01   5.590000E+01   1.062600E+01   2.400000E-01  -2.000000E+01   1.620000E+01   5.284355956895E-02           NULL           NULL           NULL           NULL
   1.932335E+02   1.123080E+01   1.417000E+02   7.628000E+00   2.600000E-01   2.950000E+01   1.680000E+01   1.077594655073E-01           NULL           NULL           NULL           NULL
   1.935219E+02   2.714963E+01   5.000000E+00   1.749600E+01   1.000000E+00   9.000000E+01   4.000000E+00   9.775831174495E-02           NULL           NULL           NULL           NULL
   1.940597E+02   5.687345E+01   1.820000E+01   9.916000E+00   8.300000E-01   2.500000E+01   1.750000E+03   3.001959617922E-02           NULL           NULL           NULL           NULL
   1.941821E+02   2.168266E+01   2.148000E+02   5.647000E+00   5.700000E-01  -7.000000E+01   4.100000E+00   1.020898426505E-01           NULL           NULL           NULL           NULL
   1.942844E+02  -3.251276E+01   3.040000E+01   1.002200E+01   7.900000E-01  -5.150000E+01   6.500000E+02   9.264460309891E-02           NULL           NULL           NULL           NULL
   1.943515E+02   2.749772E+01   4.330000E+01   9.752000E+00   7.000000E-01   7.000000E+01   7.662500E+02   9.745193859394E-02           NULL           NULL           NULL           NULL
   1.945052E+02   1.575580E+00   1.006000E+02   8.170000E+00   2.800000E-01   7.500000E+01   1.560000E+01   1.098217447233E-01           NULL           NULL           NULL           NULL
   1.947598E+02   3.485944E+01   1.600000E+01   1.366800E+01   8.680000E-01  -1.000000E+01   1.780000E+01   1.352235767929E-01           NULL           NULL           NULL           NULL
   1.948386E+02  -1.504217E+01   9.780000E+01   7.814000E+00   4.200000E-01   4.250000E+01   2.110000E+01   1.591482360592E-01           NULL           NULL           NULL           NULL
   1.948631E+02   1.417105E+01   1.010000E+02   8.257000E+00   2.200000E-01   8.950000E+01   1.600000E+01   5.326002540313E-02           NULL           NULL           NULL           NULL
   1.952337E+02   2.779078E+01   2.900000E+01   1.036400E+01   9.100000E-01  -6.000000E+01   1.030000E+02   9.719121328825E-02           NULL           NULL           NULL           NULL
   1.953589E+02   2.788598E+01   4.350000E+01   9.915000E+00   8.000000E-01  -4.500000E+01   7.800000E+01   4.855298397396E-02           NULL           NULL           NULL           NULL
   1.955882E+02  -5.033404E+01   6.610000E+01   1.008600E+01   3.400000E-01   4.300000E+01   1.840000E+01   1.051903413999E-01           NULL           NULL           NULL           NULL
   1.958197E+02  -1.742303E+01   1.130000E+01   1.370400E+01   1.000000E+00   9.000000E+01   7.100000E+00   1.048227591246E-01           NULL           NULL           NULL           NULL
   1.960219E+02  -4.141159E+01   5.830000E+01   9.313000E+00   5.400000E-01   4.750000E+01   3.500000E+01   1.235924464540E-01           NULL           NULL           NULL           NULL
   1.960548E+02  -5.551620E+00   8.230000E+01   8.596000E+00   6.300000E-01   2.000000E+01   6.400000E+00   1.093479612645E-01           NULL           NULL           NULL           NULL
   1.960600E+02  -1.033961E+01   6.270000E+01   8.946000E+00   6.900000E-01   5.000000E+00   4.430000E+01   1.621188487999E-01           NULL           NULL           NULL           NULL
   1.963637E+02  -4.946790E+01   4.235000E+02   4.894000E+00   2.400000E-01   4.300000E+01   5.200000E+00   7.139728709248E-02           NULL           NULL           NULL           NULL
   1.964538E+02  -8.020410E+00   7.100000E+01   7.877000E+00   4.200000E-01   1.250000E+01   2.090000E+01   1.087886458968E-01           NULL           NULL           NULL           NULL
   1.966071E+02   6.770724E+01   5.000000E+00   8.069000E+01   1.000000E+00   9.000000E+01   2.800000E+00   2.083772952042E-02           NULL           NULL           NULL           NULL
   1.967749E+02  -2.367704E+01   4.150000E+01   1.003900E+01   5.100000E-01   4.850000E+01   4.100000E+01   0.000000000000E+00           NULL           NULL           NULL           NULL
   1.971564E+02  -4.950641E+01   1.056000E+02   7.205000E+00   6.600000E-01  -1.900000E+01   1.860000E+01   1.070117233342E-01           NULL           NULL           NULL           NULL
   1.977346E+02   3.705894E+01   1.308000E+02   6.790000E+00   4.200000E-01   6.750000E+01   2.130000E+01   8.767265552308E-02           NULL           NULL           NULL           NULL
   1.980492E+02   4.403802E+01   8.660000E+01   1.044900E+01   2.600000E-01   2.550000E+01   6.000000E+00   7.897836964625E-02           NULL           NULL           NULL           NULL
   1.983647E+02   3.659365E+01   1.072000E+02   7.449000E+00   4.500000E-01  -5.000000E+00   1.870000E+01   8.820742026259E-02           NULL           NULL           NULL           NULL
   1.989555E+02   4.202929E+01   2.042000E+02   5.957000E+00   5.800000E-01  -8.250000E+01   7.200000E+00   8.160673895674E-02           NULL           NULL           NULL           NULL
   1.992437E+02  -1.663485E+01   9.880000E+01   8.082000E+00   7.700000E-01  -1.250000E+01   2.730000E+01   0.000000000000E+00           NULL           NULL           NULL           NULL
   1.997284E+02  -2.103910E+01   1.016000E+02   8.264000E+00   6.800000E-01  -4.250000E+01   6.700000E+00   1.025393166687E-01           NULL           NULL           NULL           NULL
   2.000705E+02  -2.182758E+01   1.262000E+02   7.444000E+00   3.800000E-01   8.000000E+01   2.640000E+01   5.099342436203E-02           NULL           NULL           NULL           NULL
   2.004427E+02  -2.743052E+01   9.780000E+01   7.667000E+00   6.500000E-01  -5.750000E+01   2.740000E+01   9.751136684732E-02           NULL           NULL           NULL           NULL
   2.004902E+02  -3.663021E+01   1.586000E+02   7.331000E+00   4.800000E-01   4.800000E+01   3.500000E+00   8.816561129846E-02           NULL           NULL           NULL           NULL
   2.013656E+02  -4.301871E+01   2.787000E+02   4.312000E+00   8.900000E-01   4.250000E+01   4.900000E+00   1.204866665263E-01           NULL           NULL           NULL           NULL
   2.014336E+02  -2.983368E+01   4.900000E+01   9.236000E+00   4.900000E-01  -5.500000E+01   5.700000E+01   4.765172477062E-02           NULL           NULL           NULL           NULL
   2.015382E+02   3.593443E+01   3.460000E+01   1.035100E+01   4.600000E-01  -4.250000E+01   8.775000E+01   1.334326588529E-01           NULL           NULL           NULL           NULL
   2.023080E+02  -3.317384E+01   6.890000E+01   9.132000E+00   5.900000E-01   5.950000E+01   3.350000E+01   1.379356955922E-01           NULL           NULL           NULL           NULL
   2.024021E+02   5.841873E+01   4.210000E+01   1.033800E+01   6.800000E-01  -7.500000E+00   4.800000E+00   2.876810797974E-02           NULL           NULL           NULL           NULL
   2.024535E+02  -1.796649E+01   1.232000E+02   8.111000E+00   2.600000E-01  -5.300000E+01   2.400000E+01   1.567590413390E-01           NULL           NULL           NULL           NULL
   2.024696E+02   4.719526E+01   1.975000E+02   5.817000E+00   6.800000E-01   5.750000E+01   7.700000E+00   7.465232085416E-02           NULL           NULL           NULL           NULL
   2.024983E+02   4.726613E+01   1.242000E+02   6.641000E+00   9.900000E-01   2.750000E+01   9.300000E+00   3.727628229310E-02           NULL           NULL           NULL           NULL
   2.036967E+02  -4.554744E+01   6.590000E+01   1.066700E+01   2.000000E-01  -7.750000E+01   1.080000E+01   7.693928493888E-02           NULL           NULL           NULL           NULL
   2.039742E+02  -3.429575E+01   2.210000E+01   1.024300E+01   4.800000E-01  -6.900000E+01   3.200000E+01   1.361436925682E-01           NULL           NULL           NULL           NULL
   2.042538E+02  -2.986576E+01   3.124000E+02   4.990000E+00   7.700000E-01   4.500000E+01   4.700000E+00   9.527283144698E-02           NULL           NULL           NULL           NULL
   2.043281E+02   2.438416E+01   6.800000E+00   1.168400E+01   1.000000E+00  -3.000000E+01   4.440000E+02   1.000632392607E-01           NULL           NULL           NULL           NULL
   2.043836E+02   8.885060E+00   1.118000E+02   7.614000E+00   6.900000E-01  -8.500000E+01   2.270000E+01   5.427247035028E-02           NULL           NULL           NULL           NULL
   2.045127E+02  -1.788403E+01   9.370000E+01   8.167000E+00   7.200000E-01   4.750000E+01   2.220000E+01   1.045546918054E-01           NULL           NULL           NULL           NULL
   2.049834E+02  -3.164018E+01   7.810000E+01   8.720000E+00   5.400000E-01   4.000000E+01   3.200000E+00   1.402996830799E-01           NULL           NULL           NULL           NULL
   2.065987E+02   4.387204E+01   7.690000E+01   9.277000E+00   3.000000E-01  -2.700000E+01   3.780000E+01   7.919927535827E-02           NULL           NULL           NULL           NULL
   2.066027E+02   4.610739E+01   8.700000E+01   9.343000E+00   2.400000E-01  -2.900000E+01   2.770000E+01   0.000000000000E+00           NULL           NULL           NULL           NULL
   2.067046E+02  -6.040831E+01   4.980000E+01   9.374000E+00   8.000000E-01  -1.250000E+01   5.700000E+01   2.712610952434E-02           NULL           NULL           NULL           NULL
   2.073133E+02   6.019041E+01   9.720000E+01   7.559000E+00   6.600000E-01   8.750000E+01   3.160000E+01   8.192271788549E-02           NULL           NULL           NULL           NULL
   2.077261E+02   3.827443E+01   1.350000E+01   1.302800E+01   1.000000E+00  -5.000000E+00   3.300000E+00   1.293727305244E-01           NULL           NULL           NULL           NULL
   2.083244E+02   3.349076E+01   4.130000E+01   1.016900E+01   5.600000E-01  -8.000000E+01   3.670000E+01   4.581160469588E-02           NULL           NULL           NULL           NULL
   2.087682E+02  -2.678068E+01   4.910000E+01   9.365000E+00   4.800000E-01  -5.750000E+01   4.900000E+01   1.471186567322E-01           NULL           NULL           NULL           NULL
   2.089168E+02   4.046177E+01   1.024000E+02   8.057000E+00   7.000000E-01   2.050000E+01   3.780000E+01   8.358828488580E-02           NULL           NULL           NULL           NULL
   2.090500E+02   5.014460E+00   9.260000E+01   8.489000E+00   5.700000E-01   4.750000E+01   2.550000E+01   5.472139915979E-02           NULL           NULL           NULL           NULL
   2.092708E+02   4.184600E+01   6.330000E+01   9.052000E+00   6.500000E-01  -5.500000E+01   3.780000E+01   1.227624321197E-01           NULL           NULL           NULL           NULL
   2.094761E+02  -2.931573E+01   9.640000E+01   8.481000E+00   3.200000E-01   1.950000E+01   3.730000E+01   9.579362829588E-02           NULL           NULL           NULL           NULL
   2.099617E+02   3.818245E+01   5.240000E+01   9.692000E+00   3.600000E-01  -4.000000E+01   4.200000E+01   1.295364360886E-01           NULL           NULL           NULL           NULL
