           RA_1          DEC_1      r_k20fe_1      h_m_k20fe         k_ba_1         k_pa_1     distance_1         Separation_1             RA            DEC     distance_2          H_mag
              E              E              E              E              E              E              E                    D              E              E              E              E
                                                                                                                        arcsec                                                            
   8.320146E+01  -1.406280E+01   4.730000E+01   9.631000E+00   7.200000E-01   5.000000E+00   3.930000E+01   0.000000000000E+00           NULL           NULL           NULL           NULL
   8.334065E+01  -2.194577E+01   7.610000E+01   8.086000E+00   5.000000E-01   2.700000E+01   2.000000E+01   0.000000000000E+00           NULL           NULL           NULL           NULL
   8.551990E+01   6.937838E+01   7.860000E+01   8.263000E+00   6.700000E-01   9.250000E+01   7.540000E+01   0.000000000000E+00           NULL           NULL           NULL           NULL
   8.675787E+01  -3.425060E+01   7.470000E+01   8.377000E+00   4.300000E-01   1.300000E+01   1.020000E+01   0.000000000000E+00           NULL           NULL           NULL           NULL
   9.142652E+01  -8.663202E+01   8.820000E+01   8.602000E+00   2.200000E-01  -8.450000E+01   2.240000E+01   0.000000000000E+00           NULL           NULL           NULL           NULL
   9.187440E+01  -6.180758E+01   6.350000E+01   9.514000E+00   2.000000E-01   4.350000E+01   1.350000E+01   0.000000000000E+00           NULL           NULL           NULL           NULL
   9.409206E+01  -2.137272E+01   7.250000E+01   8.744000E+00   6.800000E-01   7.000000E+01   3.330000E+01   0.000000000000E+00           NULL           NULL           NULL           NULL
   9.411669E+01  -2.137585E+01   6.490000E+01   9.134000E+00   6.000000E-01  -5.750000E+01   2.470000E+01   0.000000000000E+00           NULL           NULL           NULL           NULL
   9.465713E+01   7.835702E+01   9.750000E+01   7.557000E+00   4.700000E-01  -4.350000E+01   1.720000E+01   0.000000000000E+00           NULL           NULL           NULL           NULL
   9.541574E+01  -2.723374E+01   9.680000E+01   7.631000E+00   7.300000E-01  -6.750000E+01   1.950000E+01   0.000000000000E+00           NULL           NULL           NULL           NULL
   9.838961E+01   2.103710E+01   3.730000E+01   1.080600E+01   2.200000E-01  -5.700000E+01   7.853300E+01   0.000000000000E+00           NULL           NULL           NULL           NULL
   1.012046E+02  -2.763861E+01   7.450000E+01   8.691000E+00   4.100000E-01  -2.450000E+01   2.320000E+01   1.459903660215E-01           NULL           NULL           NULL           NULL
   1.014700E+02  -1.821080E+01   5.420000E+01   9.407000E+00   7.000000E-01   2.950000E+01   9.920000E+00   1.043605766752E-01           NULL           NULL           NULL           NULL
   1.019288E+02  -2.675436E+01   9.580000E+01   8.004000E+00   6.900000E-01  -4.500000E+01   2.885700E+01   0.000000000000E+00           NULL           NULL           NULL           NULL
   1.034748E+02  -4.086261E+01   9.150000E+01   8.819000E+00   2.400000E-01   4.700000E+01   1.360000E+01   6.231559951787E-02           NULL           NULL           NULL           NULL
   1.109781E+02  -2.752906E+01   7.150000E+01   7.905000E+00   9.200000E-01  -3.000000E+01   2.221400E+01   4.871208917570E-02           NULL           NULL           NULL           NULL
   1.112565E+02  -3.249903E+01   5.590000E+01   1.050000E+01   2.000000E-01   7.800000E+01   3.030000E+01   1.158234373088E-01           NULL           NULL           NULL           NULL
   1.117669E+02   8.017807E+01   1.046000E+02   8.279000E+00   6.300000E-01  -2.450000E+01   3.390000E+01   1.405590691943E-02           NULL           NULL           NULL           NULL
   1.121932E+02   6.919124E+01   4.400000E+01   1.214600E+01   8.260000E-01   3.750000E+01   2.900000E+00   4.878615104806E-02           NULL           NULL           NULL           NULL
   1.125339E+02  -2.201836E+01   7.130000E+01   1.069200E+01   4.000000E-01   2.250000E+01   4.507000E-03   5.092513362946E-02           NULL           NULL           NULL           NULL
   1.130854E+02   8.570886E+01   7.300000E+01   8.042000E+00   8.200000E-01   1.075000E+02   3.100000E+01   1.233069514837E-02           NULL           NULL           NULL           NULL
   1.140993E+02  -6.953082E+01   1.264000E+02   7.389000E+00   8.700000E-01   2.750000E+01   1.710000E+01   5.762935104417E-02           NULL           NULL           NULL           NULL
   1.141174E+02  -4.763555E+01   8.500000E+01   9.020000E+00   4.000000E-01  -6.550000E+01   1.090000E+01   0.000000000000E+00           NULL           NULL           NULL           NULL
   1.142141E+02   6.560255E+01   1.830000E+02   6.676000E+00   6.100000E-01  -5.800000E+01   4.200000E+00   6.807084157057E-02           NULL           NULL           NULL           NULL
   1.168919E+02  -4.145214E+01   9.570000E+01   8.200000E+00   2.400000E-01   1.650000E+01   1.500000E+02   6.175763412585E-02           NULL           NULL           NULL           NULL
   1.169669E+02  -1.874900E+01   8.100000E+01   9.263000E+00   2.200000E-01  -3.900000E+01   4.322000E+02   1.040334671136E-01           NULL           NULL           NULL           NULL
   1.195625E+02  -4.985141E+01   1.307000E+02   8.570000E+00   2.000000E-01  -2.550000E+01   1.280000E+01   8.854597248522E-02           NULL           NULL           NULL           NULL
   1.215462E+02  -2.752841E+01   1.017000E+02   8.577000E+00   5.700000E-01  -3.000000E+01   1.044600E+02   7.306856603705E-02           NULL           NULL           NULL           NULL
   1.233110E+02   4.598979E+01   4.140000E+01   9.569000E+00   8.400000E-01  -1.500000E+01   9.000000E+00   3.816576350258E-02           NULL           NULL           NULL           NULL
   1.234885E+02   5.264795E+01   6.950000E+01   1.019900E+01   1.800000E-01  -7.000000E+01   7.670000E+02   6.665523967728E-02           NULL           NULL           NULL           NULL
   1.234955E+02   4.574215E+01   5.680000E+01   1.146900E+01   3.000000E-01  -8.000000E+00   1.060000E+01   1.150084974379E-01           NULL           NULL           NULL           NULL
   1.236670E+02   4.906144E+01   3.850000E+01   1.091500E+01   4.700000E-01  -5.000000E+00   1.060000E+01   7.198784475390E-02           NULL           NULL           NULL           NULL
   1.237486E+02  -3.086699E+01   9.640000E+01   7.489000E+00   7.500000E-01  -1.250000E+01   2.000000E+02   4.715115818680E-02           NULL           NULL           NULL           NULL
   1.242753E+02  -2.745582E+01   9.470000E+01   7.797000E+00   5.800000E-01  -4.000000E+00   2.000000E+01   2.437225202426E-02           NULL           NULL           NULL           NULL
   1.244103E+02  -2.973071E+01   3.760000E+01   1.011000E+01   1.000000E+00   1.750000E+01   2.200000E+02   9.540152009805E-02           NULL           NULL           NULL           NULL
   1.244303E+02  -3.013059E+01   6.210000E+01   9.857000E+00   5.400000E-01   6.000000E+01   2.090000E+01   2.375473584093E-02           NULL           NULL           NULL           NULL
   1.246900E+02  -2.549952E+01   9.020000E+01   8.211000E+00   5.000000E-01   7.250000E+01   2.110000E+01   9.916137777734E-02           NULL           NULL           NULL           NULL
   1.247707E+02   7.072003E+01   5.500000E+01   1.013800E+01   1.000000E+00  -1.500000E+01   4.500000E+00   4.534392712503E-02           NULL           NULL           NULL           NULL
   1.253227E+02  -2.577506E+01   3.230000E+01   1.202300E+01   4.380000E-01   4.650000E+01   1.770000E+02   7.419958353094E-02           NULL           NULL           NULL           NULL
   1.283452E+02  -2.297367E+01   1.624000E+02   7.185000E+00   2.600000E-01  -6.700000E+01   2.190000E+01   1.011494005109E-01           NULL           NULL           NULL           NULL
   1.293526E+02  -5.512374E+01   1.082000E+02   7.180000E+00   6.600000E-01  -8.350000E+01   1.300000E+02   0.000000000000E+00           NULL           NULL           NULL           NULL
   1.309087E+02   5.020554E+01   5.150000E+01   8.783000E+00   5.100000E-01  -4.750000E+01   4.700000E+02   3.515819532137E-02           NULL           NULL           NULL           NULL
   1.312844E+02  -3.379476E+01   1.054000E+02   7.223000E+00   7.300000E-01  -7.000000E+01   2.960000E+01   9.130026778788E-02           NULL           NULL           NULL           NULL
   1.322995E+02   6.022112E+01   6.790000E+01   8.831000E+00   3.000000E-01   6.550000E+01   2.330000E+01   5.456404614017E-02           NULL           NULL           NULL           NULL
   1.331723E+02   3.342180E+01   1.532000E+02   6.664000E+00   4.000000E-01   4.150000E+01   5.700000E+00   9.169610967619E-02           NULL           NULL           NULL           NULL
   1.333864E+02   5.131358E+01   7.650000E+01   7.873000E+00   8.400000E-01   2.750000E+01   1.330000E+01   1.030063299827E-01           NULL           NULL           NULL           NULL
   1.336354E+02  -3.293748E+01   6.590000E+01   9.001000E+00   4.400000E-01   6.450000E+01   2.700000E+02   9.220433628075E-02           NULL           NULL           NULL           NULL
   1.338948E+02   5.873441E+01   5.730000E+01   8.722000E+00   3.900000E-01   3.800000E+01   1.620000E+01   2.850984382501E-02           NULL           NULL           NULL           NULL
   1.339072E+02   7.822308E+01   9.330000E+01   7.387000E+00   8.000000E-01   8.500000E+01   2.440000E+01   1.121163938619E-02           NULL           NULL           NULL           NULL
   1.343692E+02  -3.926845E+01   8.050000E+01   7.692000E+00   8.800000E-01   1.500000E+01   1.300000E+02   8.505492695285E-02           NULL           NULL           NULL           NULL
   1.370258E+02   7.808516E+01   7.610000E+01   9.032000E+00   5.500000E-01   1.200000E+01   2.040000E+01   1.134105639390E-02           NULL           NULL           NULL           NULL
   1.375840E+02   7.037770E+00   9.400000E+01   7.427000E+00   8.100000E-01  -1.750000E+01   1.700000E+01   1.090355271890E-01           NULL           NULL           NULL           NULL
   1.379063E+02   6.003721E+01   1.314000E+02   7.432000E+00   4.600000E-01  -8.750000E+01   2.370000E+01   5.486984113850E-02           NULL           NULL           NULL           NULL
   1.380812E+02  -2.417260E+01   1.479000E+02   6.662000E+00   5.000000E-01   7.300000E+01   7.100000E+00   1.002300345011E-01           NULL           NULL           NULL           NULL
   1.384604E+02  -6.964500E+01   7.410000E+01   8.189000E+00   6.900000E-01   9.500000E+01   2.060000E+01   3.821438838676E-02           NULL           NULL           NULL           NULL
   1.393456E+02   4.199971E+01   3.870000E+01   9.515000E+00   5.800000E-01  -2.700000E+01   2.710000E+01   1.224670514226E-01           NULL           NULL           NULL           NULL
   1.394704E+02  -2.235468E+01   9.130000E+01   8.558000E+00   8.700000E-01  -2.200000E+01   1.080000E+01   1.524101172231E-01           NULL           NULL           NULL           NULL
   1.400850E+02   6.410277E+01   2.810000E+01   1.105300E+01   8.600000E-01  -6.750000E+01   2.800000E+01   2.399185166264E-02           NULL           NULL           NULL           NULL
   1.405111E+02   5.097648E+01   1.812000E+02   6.390000E+00   4.500000E-01  -3.000000E+01   1.200000E+01   6.917424798615E-02           NULL           NULL           NULL           NULL
   1.407544E+02  -3.244976E+01   1.310000E+02   7.657000E+00   3.000000E-01   3.350000E+01   2.380000E+02   4.635473790488E-02           NULL           NULL           NULL           NULL
   1.410773E+02   3.451338E+01   5.130000E+01   8.349000E+00   7.400000E-01  -2.350000E+01   2.540000E+01   4.526333761337E-02           NULL           NULL           NULL           NULL
   1.415480E+02  -7.662632E+01   3.900000E+01   1.022200E+01   5.700000E-01  -5.100000E+01   3.300000E+00   3.811723289258E-02           NULL           NULL           NULL           NULL
   1.430421E+02   2.150083E+01   1.630000E+02   6.394000E+00   5.400000E-01   1.250000E+01   6.300000E+00   1.022181439255E-01           NULL           NULL           NULL           NULL
   1.433396E+02  -3.303351E+01   1.093000E+02   9.500000E+00   2.200000E-01   8.900000E+01   1.110000E+01   4.605204549096E-02           NULL           NULL           NULL           NULL
   1.434422E+02   1.015239E+01   4.810000E+01   9.179000E+00   8.200000E-01  -5.000000E+01   1.583250E+03   5.407154401219E-02           NULL           NULL           NULL           NULL
   1.439654E+02   6.135292E+01   1.350000E+01   1.155600E+01   6.200000E-01   8.500000E+01   1.603000E+03   0.000000000000E+00           NULL           NULL           NULL           NULL
   1.447228E+02  -4.848700E+00   3.020000E+01   1.000700E+01   6.900000E-01  -7.500000E+00   9.306000E+02   0.000000000000E+00           NULL           NULL           NULL           NULL
   1.447234E+02  -4.860160E+00   3.550000E+01   1.067300E+01   2.200000E-01  -6.000000E+01   8.700000E+02   1.094682622191E-01           NULL           NULL           NULL           NULL
   1.447290E+02  -4.865920E+00   1.980000E+01   1.099400E+01   8.400000E-01   3.000000E+01   9.500000E+02   0.000000000000E+00           NULL           NULL           NULL           NULL
   1.447304E+02  -4.857910E+00   2.220000E+01   1.249500E+01   3.500000E-01   5.750000E+01   9.300000E+02   0.000000000000E+00           NULL           NULL           NULL           NULL
   1.447323E+02  -4.837070E+00   2.040000E+01   1.121400E+01   4.200000E-01   6.750000E+01   8.800000E+02   1.642080066912E-01           NULL           NULL           NULL           NULL
   1.456468E+02   5.885121E+01   5.740000E+01   8.292000E+00   6.500000E-01  -4.000000E+01   2.330000E+01   0.000000000000E+00           NULL           NULL           NULL           NULL
   1.460668E+02  -2.127829E+01   6.590000E+01   8.012000E+00   8.800000E-01   4.250000E+01   3.230000E+01   1.535606546118E-01           NULL           NULL           NULL           NULL
   1.464116E+02  -3.119109E+01   1.715000E+02   6.902000E+00   8.000000E-01  -5.750000E+01   1.380000E+01   9.398197391353E-02           NULL           NULL           NULL           NULL
   1.464252E+02  -1.432636E+01   5.090000E+01   9.052000E+00   4.300000E-01   2.250000E+01   3.050000E+01   5.322337604534E-02           NULL           NULL           NULL           NULL
   1.465881E+02   3.071200E+00   3.480000E+01   1.049200E+01   3.600000E-01   7.000000E+01   2.840000E+01   1.645582314259E-01           NULL           NULL           NULL           NULL
   1.468144E+02   6.791638E+01   1.196000E+02   7.873000E+00   3.800000E-01  -3.950000E+01   2.100000E+00   0.000000000000E+00           NULL           NULL           NULL           NULL
   1.471502E+02   3.342149E+01   6.170000E+01   1.011100E+01   3.000000E-01   7.900000E+01   2.440000E+01   0.000000000000E+00           NULL           NULL           NULL           NULL
   1.473253E+02   1.687912E+01   5.000000E+00   1.417400E+01   1.000000E+00   2.500000E+01   2.140000E+03   1.051303117681E-01           NULL           NULL           NULL           NULL
   1.475926E+02   7.227865E+01   7.610000E+01   7.751000E+00   8.200000E-01   0.000000E+00   2.240000E+01   3.344107048183E-02           NULL           NULL           NULL           NULL
   1.480799E+02  -1.612250E+00   1.010000E+01   1.070800E+01   1.000000E+00  -1.500000E+01   8.400000E+02   1.098197888203E-01           NULL           NULL           NULL           NULL
   1.484203E+02   1.579650E+00   9.510000E+01   9.461000E+00   1.600000E-01  -6.600000E+01   2.060000E+01   1.647322947057E-01           NULL           NULL           NULL           NULL
   1.487069E+02   9.271640E+00   4.420000E+01   1.065600E+01   4.400000E-01   3.500000E+01   2.484300E+02   5.421399086747E-02           NULL           NULL           NULL           NULL
   1.488883E+02   6.906526E+01   4.876000E+02   4.178000E+00   5.100000E-01  -3.100000E+01   1.400000E+00   5.888194037881E-02           NULL           NULL           NULL           NULL
   1.489685E+02   6.967970E+01   2.273000E+02   5.095000E+00   3.200000E-01   6.750000E+01   5.200000E+00   5.722798322406E-02           NULL           NULL           NULL           NULL
   1.499814E+02  -2.961780E+01   9.470000E+01   9.006000E+00   2.400000E-01   7.500000E+01   3.290000E+01   9.550870281576E-02           NULL           NULL           NULL           NULL
   1.504913E+02   5.568000E+01   1.303000E+02   7.728000E+00   2.400000E-01  -1.000000E+01   2.040000E+01   9.291374553807E-02           NULL           NULL           NULL           NULL
   1.507787E+02  -2.615957E+01   3.920000E+01   1.034900E+01   1.000000E+00   9.000000E+01   1.800000E+00   1.479149258951E-01           NULL           NULL           NULL           NULL
   1.508298E+02   6.873373E+01   1.010000E+02   7.723000E+00   7.900000E-01   5.500000E+01   2.100000E+00   5.977156941580E-02           NULL           NULL           NULL           NULL
   1.513082E+02  -7.718580E+00   1.646000E+02   6.175000E+00   3.900000E-01   4.500000E+01   6.700000E+00   1.633018302556E-01           NULL           NULL           NULL           NULL
   1.514507E+02  -6.737798E+01   1.004000E+02   7.598000E+00   7.400000E-01   4.000000E+01   2.050000E+01   6.338837559594E-02           NULL           NULL           NULL           NULL
   1.520420E+02   5.308348E+01   6.900000E+01   1.025100E+01   1.800000E-01  -4.800000E+01   2.030000E+01   9.898419515527E-02           NULL           NULL           NULL           NULL
   1.522107E+02  -6.703085E+01   7.940000E+01   8.957000E+00   2.600000E-01   7.500000E+00   1.670000E+01   2.143627011230E-02           NULL           NULL           NULL           NULL
   1.522812E+02  -2.906430E+01   6.980000E+01   9.782000E+00   4.100000E-01   3.500000E+00   1.450000E+01   1.440431338566E-01           NULL           NULL           NULL           NULL
   1.534403E+02   3.424670E+00   8.170000E+01   7.630000E+00   6.800000E-01   8.450000E+01   2.200000E+01   0.000000000000E+00           NULL           NULL           NULL           NULL
   1.535629E+02   3.466120E+00   8.570000E+01   7.661000E+00   7.400000E-01   5.250000E+01   1.970000E+01   5.483115537843E-02           NULL           NULL           NULL           NULL
   1.536755E+02  -2.887206E+01   1.029000E+02   8.173000E+00   3.200000E-01   5.600000E+01   1.490000E+01   1.443109273616E-01           NULL           NULL           NULL           NULL
   1.542313E+02  -4.888107E+01   7.650000E+01   9.235000E+00   6.300000E-01   5.000000E+00   3.510000E+01   1.083731271961E-01           NULL           NULL           NULL           NULL
   1.545235E+02   2.183194E+01   9.380000E+01   7.851000E+00   2.800000E-01  -6.250000E+01   2.240000E+01   5.099186983657E-02           NULL           NULL           NULL           NULL
   1.545708E+02   4.142438E+01   1.146000E+02   7.850000E+00   8.500000E-01   1.175000E+02   8.700000E+00   8.237873935734E-02           NULL           NULL           NULL           NULL
   1.549791E+02   4.554969E+01   1.143000E+02   8.303000E+00   3.500000E-01   4.000000E+01   1.080000E+01   7.693620426649E-02           NULL           NULL           NULL           NULL
   1.556437E+02   1.988705E+01   2.740000E+01   1.001800E+01   5.900000E-01   6.000000E+01   4.430000E+02   1.549673819703E-01           NULL           NULL           NULL           NULL
   1.558775E+02   1.986495E+01   9.260000E+01   8.101000E+00   4.700000E-01  -2.750000E+01   2.060000E+01   1.033259955507E-01           NULL           NULL           NULL           NULL
   1.570978E+02   6.841214E+01   2.250000E+01   1.279600E+01   1.000000E+00   9.000000E+01   2.700000E+00   6.063259060131E-02           NULL           NULL           NULL           NULL
   1.573330E+02   2.949144E+01   7.500000E+01   9.394000E+00   3.600000E-01   4.350000E+01   2.360000E+01   4.781410710555E-02           NULL           NULL           NULL           NULL
   1.577782E+02   2.879640E+01   1.910000E+01   1.079300E+01   7.000000E-01   7.500000E+01   1.900000E+02   0.000000000000E+00           NULL           NULL           NULL           NULL
   1.581331E+02   5.440098E+01   2.220000E+01   1.096700E+01   8.400000E-01  -3.000000E+01   2.490000E+01   9.592861304865E-02           NULL           NULL           NULL           NULL
   1.587843E+02  -4.369184E+01   5.770000E+01   8.897000E+00   7.000000E-01   1.700000E+01   4.184000E+02   7.943835053351E-02           NULL           NULL           NULL           NULL
   1.591485E+02  -2.751843E+01   4.390000E+01   8.884000E+00   9.400000E-01   2.250000E+01   5.082100E+02   1.461503957975E-01           NULL           NULL           NULL           NULL
   1.591784E+02  -2.752834E+01   6.680000E+01   8.664000E+00   9.100000E-01   5.750000E+01   4.860000E+01   4.871240865672E-02           NULL           NULL           NULL           NULL
   1.597897E+02   4.168687E+01   4.550000E+01   1.111000E+01   3.500000E-01   3.950000E+01   1.150000E+01   4.102243295946E-02           NULL           NULL           NULL           NULL
   1.598829E+02   5.107450E+00   1.750000E+01   1.120000E+01   8.830000E-01  -2.250000E+01   1.130000E+03   5.471353448576E-02           NULL           NULL           NULL           NULL
   1.605314E+02   1.374693E+01   9.190000E+01   8.731000E+00   5.500000E-01   9.000000E+01   2.280000E+01   1.600743389620E-01           NULL           NULL           NULL           NULL
   1.608798E+02   2.492222E+01   9.350000E+01   7.924000E+00   9.800000E-01  -3.000000E+01   6.100000E+00   4.981644262147E-02           NULL           NULL           NULL           NULL
   1.609906E+02   1.170361E+01   1.163000E+02   7.114000E+00   8.800000E-01  -1.700000E+01   8.100000E+00   1.613688404475E-01           NULL           NULL           NULL           NULL
   1.615527E+02   1.813320E+00   6.270000E+01   1.068100E+01   3.200000E-01  -1.600000E+01   1.070000E+01   0.000000000000E+00           NULL           NULL           NULL           NULL
   1.616535E+02   6.322364E+01   8.170000E+01   9.272000E+00   4.100000E-01   7.500000E+00   1.920000E+01   2.474721048954E-02           NULL           NULL           NULL           NULL
   1.616906E+02   1.181994E+01   1.219000E+02   6.648000E+00   6.800000E-01  -4.500000E+01   8.100000E+00   0.000000000000E+00           NULL           NULL           NULL           NULL
   1.619267E+02   1.398564E+01   8.480000E+01   7.820000E+00   5.800000E-01   4.750000E+01   8.100000E+00   1.066065304933E-01           NULL           NULL           NULL           NULL
   1.619567E+02   1.258163E+01   1.080000E+02   6.587000E+00   8.500000E-01   6.750000E+01   8.100000E+00   1.072250961447E-01           NULL           NULL           NULL           NULL
   1.620704E+02   1.262930E+01   1.242000E+02   7.098000E+00   5.100000E-01   5.050000E+01   8.100000E+00   0.000000000000E+00           NULL           NULL           NULL           NULL
   1.621164E+02   1.253316E+01   5.930000E+01   9.933000E+00   4.600000E-01  -8.050000E+01   2.250000E+01   1.072453027486E-01           NULL           NULL           NULL           NULL
   1.631297E+02   3.661878E+01   1.118000E+02   9.686000E+00   2.000000E-01   4.300000E+01   7.800000E+00   4.408934454319E-02           NULL           NULL           NULL           NULL
   1.636635E+02   5.430523E+01   5.570000E+01   9.974000E+00   5.000000E-01   6.500000E+01   2.450000E+01   0.000000000000E+00           NULL           NULL           NULL           NULL
   1.650998E+02   2.897482E+01   6.450000E+01   8.558000E+00   8.100000E-01   8.250000E+01   7.400000E+00   4.805599500389E-02           NULL           NULL           NULL           NULL
   1.658490E+02  -2.308679E+01   1.192000E+02   8.513000E+00   3.200000E-01   8.350000E+01   1.550000E+01   1.010645429291E-01           NULL           NULL           NULL           NULL
   1.664525E+02  -3.590000E-02   1.644000E+02   6.128000E+00   5.100000E-01  -1.450000E+01   7.200000E+00   1.098632596575E-01           NULL           NULL           NULL           NULL
   1.666979E+02   7.256853E+01   4.080000E+01   9.033000E+00   7.200000E-01   7.500000E+00   3.890000E+01   1.645559222419E-02           NULL           NULL           NULL           NULL
   1.669521E+02  -4.652607E+01   1.026000E+02   8.621000E+00   3.900000E-01  -3.900000E+01   1.340000E+01   3.779431230881E-02           NULL           NULL           NULL           NULL
   1.674905E+02  -3.753934E+01   8.570000E+01   7.594000E+00   7.500000E-01   3.500000E+01   4.150000E+01   1.306716877070E-01           NULL           NULL           NULL           NULL
   1.678790E+02   5.567412E+01   1.846000E+02   7.480000E+00   2.200000E-01   8.250000E+01   1.410000E+01   6.195180606573E-02           NULL           NULL           NULL           NULL
   1.683213E+02  -2.675499E+01   1.110000E+02   7.051000E+00   6.300000E-01  -7.550000E+01   2.160000E+01   4.905064501149E-02           NULL           NULL           NULL           NULL
   1.685457E+02   4.831838E+01   4.760000E+01   8.851000E+00   8.400000E-01  -8.500000E+01   3.400000E+01   1.095871111330E-01           NULL           NULL           NULL           NULL
   1.686542E+02   1.281802E+01   1.010000E+02   7.825000E+00   4.100000E-01   8.950000E+01   5.500000E+00   1.071254474474E-01           NULL           NULL           NULL           NULL
   1.690195E+02  -7.621632E+01   1.054000E+02   8.061000E+00   3.500000E-01   7.800000E+01   1.797500E+02   0.000000000000E+00           NULL           NULL           NULL           NULL
   1.692277E+02   1.805181E+01   8.140000E+01   7.377000E+00   8.900000E-01  -5.500000E+01   1.990000E+01   1.044554480873E-01           NULL           NULL           NULL           NULL
   1.695679E+02  -3.281260E+01   1.633000E+02   7.017000E+00   4.800000E-01  -1.600000E+01   7.100000E+00   4.616715795472E-02           NULL           NULL           NULL           NULL
   1.695891E+02   4.574829E+01   4.370000E+01   1.036600E+01   7.700000E-01   6.500000E+01   3.650000E+01   1.149958451816E-01           NULL           NULL           NULL           NULL
   1.697332E+02   1.309221E+01   2.116000E+02   6.357000E+00   3.200000E-01  -8.500000E+00   7.300000E+00   1.605113702715E-01           NULL           NULL           NULL           NULL
   1.700626E+02   1.299129E+01   1.850000E+02   6.215000E+00   5.500000E-01   6.500000E+00   6.600000E+00   0.000000000000E+00           NULL           NULL           NULL           NULL
   1.700708E+02   2.964170E+00   4.220000E+01   9.135000E+00   4.500000E-01   3.700000E+01   2.590000E+01   5.485814575925E-02           NULL           NULL           NULL           NULL
   1.700709E+02   1.358949E+01   2.530000E+02   6.544000E+00   2.400000E-01  -7.600000E+01   7.700000E+00   0.000000000000E+00           NULL           NULL           NULL           NULL
   1.702623E+02   5.316943E+01   8.090000E+01   8.614000E+00   9.600000E-01   2.750000E+01   2.160000E+01   6.585762575130E-02           NULL           NULL           NULL           NULL
   1.705751E+02   5.907424E+01   3.460000E+01   9.579000E+00   9.900000E-01   7.500000E+01   2.750000E+01   8.469255303849E-02           NULL           NULL           NULL           NULL
   1.713037E+02  -2.673688E+01   7.600000E+01   8.947000E+00   4.700000E-01   8.500000E+01   2.760000E+01   0.000000000000E+00           NULL           NULL           NULL           NULL
   1.715358E+02   4.358592E+01   1.207000E+02   7.211000E+00   4.500000E-01   5.000000E-01   1.280000E+01   7.957851500226E-02           NULL           NULL           NULL           NULL
   1.718829E+02   5.687671E+01   4.580000E+01   9.095000E+00   3.300000E-01  -5.450000E+01   2.840000E+01   6.003396089846E-02           NULL           NULL           NULL           NULL
   1.725311E+02   9.276630E+00   8.120000E+01   8.298000E+00   5.700000E-01  -5.800000E+01   1.700000E+01   1.084264396510E-01           NULL           NULL           NULL           NULL
   1.728833E+02  -3.030774E+01   9.900000E+01   7.937000E+00   3.400000E-01   3.300000E+01   2.460000E+01   0.000000000000E+00           NULL           NULL           NULL           NULL
   1.731456E+02   5.306783E+01   7.550000E+01   8.164000E+00   8.000000E-01   1.250000E+01   1.700000E+01   3.300672788115E-02           NULL           NULL           NULL           NULL
   1.733382E+02   4.702909E+01   1.032000E+02   8.253000E+00   6.100000E-01   2.500000E+01   1.700000E+01   7.488577228010E-02           NULL           NULL           NULL           NULL
   1.739550E+02   5.452357E+01   3.950000E+01   1.021000E+01   7.000000E-01  -3.750000E+01   4.300000E+00   6.376113127260E-02           NULL           NULL           NULL           NULL
   1.745540E+02   1.211192E+01   2.130000E+01   1.132300E+01   1.000000E+00  -2.750000E+01   1.700000E+01   1.074176811396E-01           NULL           NULL           NULL           NULL
   1.765269E+02  -5.639111E+01   6.940000E+01   8.717000E+00   6.100000E-01  -4.900000E+01   2.350000E+01   6.081160984842E-02           NULL           NULL           NULL           NULL
   1.765324E+02   4.749450E+01   1.159000E+02   8.097000E+00   2.400000E-01   3.500000E+01   1.700000E+01   7.423033316440E-02           NULL           NULL           NULL           NULL
   1.773140E+02   5.608435E+01   8.350000E+01   8.042000E+00   5.900000E-01  -7.050000E+01   2.190000E+01   9.195091797043E-02           NULL           NULL           NULL           NULL
   1.776895E+02   5.182421E+01   9.310000E+01   9.278000E+00   2.800000E-01   7.450000E+01   1.700000E+01   6.790388657458E-02           NULL           NULL           NULL           NULL
   1.777574E+02  -2.880621E+01   1.196000E+02   6.889000E+00   6.400000E-01   4.750000E+01   2.580000E+01   9.626819057041E-02           NULL           NULL           NULL           NULL
   1.782061E+02   4.412073E+01   7.780000E+01   8.392000E+00   9.500000E-01   2.850000E+01   1.700000E+01   1.183020636389E-01           NULL           NULL           NULL           NULL
   1.783072E+02   6.067556E+01   7.070000E+01   7.877000E+00   8.700000E-01   1.250000E+01   2.250000E+01   2.690301247976E-02           NULL           NULL           NULL           NULL
   1.784543E+02   5.232654E+01   1.323000E+02   7.476000E+00   4.700000E-01   1.300000E+01   1.700000E+01   3.357204591375E-02           NULL           NULL           NULL           NULL
   1.790310E+02  -1.989618E+01   8.300000E+01   8.939000E+00   3.800000E-01   2.000000E+01   2.600000E+01   5.165281625287E-02           NULL           NULL           NULL           NULL
   1.791840E+02   3.202161E+01   6.150000E+01   9.385000E+00   2.400000E-01  -7.250000E+01   4.600000E+02   9.314738150601E-02           NULL           NULL           NULL           NULL
   1.793999E+02   5.337452E+01   1.426000E+02   7.376000E+00   5.600000E-01   3.800000E+01   1.700000E+01   6.554243912002E-02   1.791900E+02   5.317000E+01   1.700000E+01   1.203000E+01
   1.796309E+02   4.394702E+01   1.114000E+02   8.080000E+00   2.600000E-01   6.600000E+01   1.700000E+01   0.000000000000E+00           NULL           NULL           NULL           NULL
