     RAJ2000     DEJ2000     Jmag     Kmag
       F10.6       F10.6     F6.3     F6.3
         deg         deg      mag      mag
  208.384058   89.679131   16.874   15.006
  205.940142   89.742996   15.055   14.443
  207.467912   89.737610   17.654   15.194
  207.693089   89.707726   15.632   14.829
  205.216686   89.763512   14.423   13.536
  205.668548   89.782761   14.509   13.730
  206.103475   89.771553   16.590   17.052
  207.796829   89.762749   16.453   15.228
  208.160445   89.796326   13.620   13.273
  208.725448   89.810127   15.442   14.815
  209.014351   89.763718   16.376   15.516
  209.528480   89.778725   17.033   15.029
  205.131791   89.840797   16.237   15.484
  205.481165   89.846588   16.086   15.417
  207.541381   89.856552   14.355   13.962
  208.601844   89.821579   16.517   15.825
  209.111752   89.939896   16.592   16.787
  209.416446   89.959389   18.746   16.481
  210.211505   89.671326   15.855   15.128
  210.402717   89.669853   18.427   14.980
  213.952246   89.684662   16.078   15.585
  211.095355   89.717941   15.636   15.284
  211.224409   89.735977   16.047   15.917
  212.283896   89.721581   14.227   13.512
  212.646706   89.693619   15.572   15.165
  213.073478   89.691231   14.981   14.130
  213.815848   89.692459   16.028   14.916
  213.973763   89.704880   14.009   13.130
  214.542309   89.741951   15.166   14.212
  210.551564   89.793930   16.523   15.335
  214.559267   89.789703   15.933   15.173
  214.885989   89.793343   13.578   13.125
  214.956971   89.787788   15.214   14.661
  213.538601   89.869568   16.512   16.725
  213.885611   89.872292   14.765   13.974
  211.894261   89.888718   13.750   13.144
  214.750874   89.892860   15.093   14.368
  217.153387   89.677635   16.006   14.930
  218.253369   89.687469   15.958   15.089
  218.265917   89.742607   16.591   16.712
  215.611141   89.775963   14.795   14.028
  217.035994   89.785400   14.211   13.968
  219.058477   89.801292   14.444   13.714
  219.359822   89.765007   16.034   15.673
  219.385681   89.786171   16.846   15.704
  216.397288   89.832260   16.497   16.544
  216.620991   89.890518   17.135   15.958
  217.363718   89.895638   14.042   13.159
  218.774254   89.875923   15.952   14.951
  222.024859   89.706749   15.438   14.528
  223.663272   89.701797   13.800   13.471
  223.885325   89.723259   14.842   14.578
  224.138083   89.709373   14.731   14.461
  224.365932   89.694618   16.588   16.156
  220.785286   89.809586   13.638   13.094
  220.814352   89.768417   16.490   15.140
  221.534051   89.768730   15.832   14.765
  222.286440   89.751884   15.589   15.402
  224.245621   89.786621   14.877   13.928
  220.153091   89.869171   16.379   15.042
  220.919011   89.867836   16.236   15.597
  221.847241   89.817329   14.706   14.612
  223.166206   89.849518   15.455   14.905
  224.112681   89.839317   16.614   15.113
  224.451588   89.826759   16.170   15.742
  224.913386   89.839050   14.747   14.277
  221.574015   89.928482   18.513   16.964
  223.091221   89.923645   14.244   14.024
  224.742277   89.897209   18.353   16.947
  224.991338   89.875122   18.209   16.604
  226.934812   89.671333   15.347   14.528
  228.631380   89.712585   16.297   15.133
  228.993803   89.734467   14.346   13.603
  229.573208   89.689972   14.562   13.805
  225.252924   89.799477   14.821   14.458
  225.412644   89.807259   15.271   14.326
  225.462798   89.790359   16.021   15.296
  227.185666   89.796204   15.907   15.121
  227.677146   89.775299   18.540   16.889
  228.816382   89.787178   15.181   14.765
  229.261138   89.779251   15.513   14.619
  229.401824   89.799751   15.157   14.279
  225.623911   89.838371   14.389   13.853
  229.085755   89.838440   15.397   14.962
  229.334977   89.835365   13.490   13.155
  225.026995   89.881668   17.396   16.179
  226.026547   89.927650   15.605   14.794
  229.273947   89.896309   15.926   14.811
  231.940675   89.685379   13.809   13.352
  231.501942   89.733650   15.869   15.222
  231.635086   89.701004   13.678   13.110
  231.638489   89.713181   16.505   16.060
  232.225648   89.709549   13.849   13.096
  233.041691   89.706314   16.580   16.184
  233.673865   89.735138   15.484   14.810
  234.307640   89.731453   15.707   14.952
  231.091739   89.792458   16.625   15.794
  231.672314   89.771782   14.870   14.492
  232.405457   89.760979   16.485   15.270
  233.240957   89.785027   17.791   14.970
  233.959594   89.794098   16.248   15.477
  230.465153   89.834808   14.097   13.775
  231.425274   89.863495   18.196   16.782
  234.297308   89.846443   13.907   13.369
  230.255702   89.911865   16.499   16.096
  232.055842   89.922775   15.373   14.480
  233.420053   89.881432   18.400   17.013
  231.083553   89.961754   13.758   13.236
  236.555665   89.673065   13.894   13.370
  238.227124   89.670807   15.248   14.361
  239.693139   89.669044   14.287   13.606
  236.301396   89.688393   15.688   14.896
  236.572263   89.688545   16.240   14.260
  236.802518   89.699387   16.345   14.978
  237.586393   89.691719   15.661   15.147
  237.614057   89.703835   13.837   13.294
  238.557180   89.740341   16.412   15.520
  239.498541   89.725296   14.100   13.177
  236.302734   89.787750   15.867   15.169
  238.222236   89.760117   16.231   14.793
  238.795991   89.777969   14.585   14.177
  238.878514   89.760651   15.846   15.106
  238.950055   89.771347   16.151   15.660
  239.563003   89.758194   15.613   14.701
  235.017455   89.869751   16.920   15.498
  237.114885   89.830025   16.626   16.867
  238.170526   89.813530   18.560   14.919
  238.267130   89.834534   16.982   15.653
  238.533599   89.831375   16.391   15.372
  238.746733   89.819099   16.667   17.070
  238.703375   89.870140   16.205   15.052
  239.527100   89.834953   18.438   14.860
  235.803580   89.922974   14.962   14.621
  236.019342   89.924347   13.634   13.338
  241.533419   89.674446   15.573   14.590
  243.091539   89.668678   15.923   15.258
  240.251960   89.722481   16.491   15.122
  242.483085   89.713287   15.049   14.396
  242.658033   89.729805   16.664   14.813
  242.863401   89.693665   16.433   15.147
  243.099522   89.720131   15.443   14.755
  243.116819   89.727203   16.561   16.965
  240.560551   89.756905   14.984   14.362
  243.034896   89.803154   18.153   16.772
  240.171941   89.855324   16.535   16.047
  242.620843   89.829994   16.204   15.587
  243.914631   89.844131   15.930   14.883
  240.874353   89.893097   15.691   14.945
  241.525866   89.916901   16.735   17.023
  242.179304   89.879494   15.073   14.977
  243.817574   89.897438   16.866   15.981
  243.927604   89.926620   16.569   17.052
  241.847897   89.990128   16.676   15.526
  246.350136   89.703484   17.799   17.113
  246.446443   89.704170   17.751   17.130
  246.488541   89.730560   15.676   14.569
  247.276355   89.716919   16.558   15.111
  247.407336   89.737000   14.919   14.599
  247.734973   89.737915   14.287   13.702
  248.419793   89.743851   15.993   15.249
  248.484586   89.695602   14.526   13.999
  248.837963   89.722244   16.614   15.705
  249.217206   89.718697   13.963   13.043
  245.365883   89.785065   16.455   15.466
  245.798637   89.781113   13.929   13.207
  246.188980   89.790855   16.665   15.632
  248.197151   89.806450   15.044   14.333
  248.470770   89.751068   16.212   15.771
  248.780831   89.756432   16.543   14.344
  245.911487   89.829330   18.573   14.942
  246.990569   89.948357   18.051   15.066
  248.063352   89.941010   14.211   13.500
  248.905420   89.964653   18.494   14.852
  252.688395   89.672112   17.175   16.549
  250.843995   89.716660   16.409   16.893
  251.187916   89.699280   17.709   15.135
  253.483693   89.692383   16.697   16.820
  250.091544   89.792610   16.359   15.518
  250.180184   89.772316   16.590   16.829
  250.334028   89.801529   16.483   16.098
  250.487714   89.809464   16.604   15.418
  251.069598   89.796478   15.883   14.948
  251.232841   89.781075   16.518   15.505
  251.311610   89.777252   16.537   15.534
  251.354244   89.796478   16.350   14.743
  253.075901   89.804489   16.782   15.620
  250.341885   89.845551   15.859   14.909
  251.900985   89.815475   16.621   16.592
  251.933775   89.841774   14.227   13.833
  253.531523   89.870285   16.888   15.542
  253.798304   89.869682   16.947   15.480
  255.361515   89.711342   15.011   14.607
  255.707661   89.737518   14.603   13.797
  256.205630   89.746658   13.982   13.327
  257.288113   89.742180   16.870   15.629
  257.609579   89.719742   16.513   16.090
  258.793930   89.747238   15.224   14.765
  255.953520   89.802574   15.027   14.722
  256.597296   89.764496   15.090   14.595
  255.810773   89.817001   17.093   15.527
  255.773022   89.857735   17.185   15.532
  256.651483   89.820282   16.094   14.944
  257.861646   89.830360   15.289   14.997
  258.513888   89.821915   15.773   14.536
  255.042735   89.908943   16.509   16.221
  259.140322   89.887047   16.701   16.965
  259.386083   89.896896   16.457   15.622
  260.794075   89.670570   15.710   14.737
  262.749351   89.668846   16.281   15.531
  263.355448   89.670937   16.429   15.037
  260.960387   89.722237   15.355   14.678
  262.118553   89.703430   15.559   14.580
  262.804227   89.746864   14.833   14.196
  264.192822   89.745987   15.516   15.061
  264.891409   89.736511   15.149   14.208
  263.214167   89.781509   16.460   15.558
  263.941361   89.768318   13.585   13.199
  264.148247   89.809624   15.439   14.676
  263.038135   89.854301   16.237   16.005
  262.980769   89.884483   15.352   14.528
  263.043645   89.901451   14.746   14.252
  263.588721   89.926331   16.309   15.420
  260.073455   89.968155   16.277   15.161
  262.774137   89.947876   16.438   15.791
  266.355118   89.680679   16.241   16.925
  266.735346   89.668861   16.654   16.566
  265.761014   89.733147   15.798   15.032
  267.788013   89.736259   16.500   16.268
  268.673774   89.719704   16.548   16.228
  269.048789   89.725113   14.433   13.811
  266.827290   89.760406   16.500   16.958
  268.430961   89.807037   16.497   16.716
  269.543719   89.765732   14.101   13.677
  266.147882   89.823883   15.330   14.609
  267.259796   89.868698   16.475   15.252
  268.413454   89.846298   16.537   15.555
  268.806194   89.843330   13.828   13.188
  266.707590   89.916878   15.010   14.181
  269.805365   89.894150   15.369   14.617
  267.801185   89.944557   17.484   14.876
  268.229965   89.956345   18.510   15.182
  270.858499   89.712326   14.930   14.371
  272.316618   89.724251   16.394   14.341
  272.581669   89.724670   15.438   14.511
  272.979161   89.735695   16.508   16.806
  270.202000   89.799263   14.681   14.158
  270.880851   89.763023   16.405   15.490
  271.474501   89.771858   15.438   15.029
  272.358307   89.781334   15.223   14.752
  272.869144   89.756615   15.049   14.448
  272.880325   89.761375   13.894   13.517
  274.378454   89.775810   14.567   13.860
  270.186745   89.858727   15.600   14.578
  270.538623   89.857285   15.538   14.676
  270.718335   89.867950   17.235   15.215
  270.796084   89.851173   16.644   15.123
  272.864138   89.854851   16.633   16.917
  272.989393   89.844879   16.435   14.967
  273.951710   89.870781   15.785   15.370
  274.819923   89.821342   15.886   14.702
  270.430663   89.919395   16.393   16.093
  270.692802   89.928017   17.052   15.127
  271.400371   89.926949   15.971   15.039
  272.277761   89.882690   15.925   14.966
  273.503448   89.921944   16.519   15.450
  275.237866   89.678444   16.704   15.492
  275.578738   89.670151   15.558   14.915
  275.996505   89.672363   15.224   14.786
  276.882175   89.668335   15.141   14.340
  279.080751   89.675575   15.830   14.802
  276.427681   89.737663   15.280   14.581
  277.004379   89.741508   16.306   15.322
  278.748617   89.732056   14.261   13.925
  279.441451   89.717659   16.095   15.042
  276.007183   89.751129   15.245   14.362
  276.396789   89.750206   14.771   14.090
  276.869174   89.800873   16.513   16.815
  275.240829   89.850243   14.969   14.069
  276.720552   89.864273   15.913   14.804
  277.161874   89.849770   16.296   15.193
  275.343453   89.879631   13.772   13.021
  276.908924   89.893372   15.175   14.707
  278.539992   89.901840   16.147   15.229
  278.335009   89.953262   15.230   14.734
  280.736746   89.689545   16.199   15.190
  282.918204   89.720413   16.480   15.264
  283.382964   89.709381   15.545   15.045
  283.423143   89.733978   16.246   15.246
  283.805089   89.727600   16.403   15.642
  283.771879   89.703163   16.537   15.574
  284.463941   89.700081   16.290   16.780
  284.804616   89.748543   14.395   13.892
  280.449821   89.769012   16.143   15.480
  280.807169   89.769661   16.188   15.097
  280.902370   89.809502   16.932   15.260
  280.937542   89.767906   16.427   14.955
  281.309084   89.754234   15.987   15.283
  284.166102   89.805420   15.624   15.238
  284.441915   89.860603   16.474   16.783
  281.911409   89.886086   16.510   16.830
  283.028600   89.908539   18.080   14.846
  280.320129   89.947418   16.587   15.861
  281.401854   89.956329   17.279   14.936
  285.215510   89.679428   15.929   14.868
  286.139501   89.731827   14.514   14.205
  286.885200   89.729820   14.393   13.564
  285.258001   89.770042   16.464   15.074
  285.901272   89.755058   16.014   15.611
  285.910784   89.842590   15.272   14.932
  286.721913   89.886292   15.811   14.787
  288.692026   89.907227   16.596   15.950
  287.616084   89.945526   15.782   14.873
  290.411843   89.690071   13.764   13.192
  290.578949   89.709930   16.439   15.401
  291.431661   89.738358   15.119   14.481
  291.927007   89.693092   15.990   15.277
  292.638218   89.726570   16.274   16.391
  293.433091   89.716301   16.733   15.556
  293.532903   89.729347   16.247   15.158
  294.677147   89.695038   16.414   15.004
  290.324180   89.782974   16.283   15.000
  293.714549   89.785660   15.469   14.672
  293.950623   89.799942   16.402   15.447
  294.166056   89.866463   16.601   15.507
  291.834667   89.902168   15.262   14.414
  293.654841   89.900711   17.218   15.405
  294.366221   89.885002   16.476   15.858
  296.079802   89.682449   17.710   14.946
  299.786018   89.674553   16.227   15.297
  295.658842   89.705299   17.345   14.954
  295.765241   89.694351   17.064   15.513
  296.259198   89.703278   14.661   13.720
  297.589037   89.701881   16.013   15.126
  299.727718   89.745415   13.714   13.314
  295.484534   89.780792   16.329   15.945
  297.547521   89.757149   16.229   15.513
  298.956956   89.751923   14.151   13.786
  297.472119   89.815613   14.177   13.822
  296.555391   89.915070   18.452   15.157
  298.969902   89.879730   16.898   15.808
  301.207516   89.725464   14.754   14.389
  302.386310   89.691658   16.340   14.874
  302.593273   89.711784   16.083   15.369
  300.030727   89.805550   14.231   13.441
  302.872883   89.776039   17.736   15.929
  300.058226   89.867188   15.871   15.088
  301.746315   89.828232   16.316   15.120
  301.887355   89.830086   17.402   14.779
  301.971456   89.829536   15.891   15.109
  302.179924   89.870491   16.427   14.987
  302.826970   89.843063   16.566   15.566
  303.203979   89.816376   16.498   15.067
  304.155823   89.836456   14.385   13.820
  301.398347   89.898468   14.965   14.091
  304.956115   89.967041   16.568   16.421
  308.224891   89.677582   16.285   15.118
  309.963659   89.671242   15.745   14.540
  306.082601   89.720253   15.065   14.235
  308.098257   89.710419   14.994   14.610
  308.644469   89.713081   15.742   14.835
  308.714097   89.740334   14.214   13.533
  308.938078   89.696632   15.661   15.196
  305.912965   89.779358   16.565   15.152
  305.892462   89.803123   14.415   14.173
  306.286502   89.751778   16.412   15.665
  306.994349   89.766487   14.346   13.915
  306.071922   89.839050   16.358   15.174
  307.442126   89.839523   16.592   15.568
  308.463685   89.843948   18.554   15.038
  306.238762   89.890213   14.993   14.052
  312.745706   89.686600   15.882   14.844
  311.297521   89.708557   16.178   16.789
  311.951462   89.745331   16.311   15.917
  314.427017   89.721138   16.547   17.090
  314.508429   89.704987   14.233   13.608
  311.136334   89.775169   16.408   16.733
  312.206319   89.755219   16.289   16.387
  310.228836   89.858856   16.763   17.199
  311.868330   89.824326   16.038   14.970
  313.872391   89.852448   14.414   13.715
  310.306916   89.926521   14.951   14.069
  311.581203   89.922340   18.519   15.231
  313.545202   89.923668   17.456   16.067
  317.920249   89.684502   14.902   13.793
  319.664980   89.673279   16.206   15.276
  315.598647   89.712601   16.035   15.031
  317.095437   89.719070   16.358   15.182
  317.268326   89.707191   14.707   14.248
  317.604556   89.704819   15.506   15.300
  317.912651   89.732155   16.122   15.438
  317.979731   89.706360   15.324   14.813
  318.853483   89.713051   17.024   15.360
  319.485783   89.728310   16.376   14.922
  319.460683   89.697945   13.412   13.007
  316.278822   89.804855   18.468   14.872
  316.832075   89.779541   16.493   15.612
  317.137295   89.807533   18.476   17.085
  318.071997   89.765266   15.802   15.270
  318.192877   89.801666   16.708   16.113
  318.804840   89.758865   16.360   15.020
  318.778827   89.755676   15.319   14.644
  318.051648   89.842110   15.624   14.845
  319.129316   89.817276   14.560   13.715
  316.930526   89.883614   16.698   17.005
  317.393187   89.927078   14.797   14.417
  317.720725   89.888229   15.423   14.680
  316.795845   89.982071   16.445   15.248
  317.449542   89.939911   16.744   16.009
  324.249392   89.687218   15.258   14.154
  320.835818   89.693863   16.417   15.592
  321.067285   89.695976   15.987   14.678
  321.071292   89.740517   15.635   14.389
  323.308596   89.727051   16.348   15.707
  323.798616   89.731255   17.044   15.826
  324.296827   89.718063   14.547   14.100
  324.949523   89.689522   15.708   14.988
  322.171601   89.780838   16.825   14.920
  322.604761   89.805275   16.352   14.709
  322.653729   89.811172   15.516   15.159
  322.660465   89.801567   16.730   16.472
  322.739243   89.837112   16.003   14.917
  323.390090   89.875763   16.707   17.005
  321.653808   89.967438   18.516   17.028
  325.584587   89.682632   16.307   15.492
  326.836806   89.669739   14.240   13.748
  326.089710   89.736626   14.978   13.884
  326.296063   89.738762   14.895   14.384
  329.248692   89.742393   16.285   15.003
  329.484250   89.712692   16.576   15.308
  329.818043   89.733749   16.397   16.117
  325.178767   89.799561   14.229   13.902
  325.457953   89.762222   13.575   13.052
  325.773709   89.751518   14.291   13.437
  327.851601   89.753418   15.101   14.072
  328.694493   89.797409   16.676   16.084
  325.078296   89.862534   16.347   15.748
  328.112950   89.867935   16.778   17.102
  328.078848   89.865112   16.732   17.099
  328.835436   89.860992   17.512   15.129
  329.084956   89.848000   16.543   15.252
  329.147343   89.818802   14.453   13.786
  329.364684   89.861450   16.642   15.446
  325.510276   89.913712   16.176   15.184
  327.360106   89.919762   17.517   15.208
  334.058258   89.667534   14.752   14.139
  330.318511   89.719444   14.931   14.044
  330.348083   89.698303   16.289   15.370
  331.669159   89.707687   15.581   14.493
  332.089903   89.689873   16.777   15.404
  332.258751   89.731804   18.496   15.229
  332.446676   89.714317   16.657   15.385
  332.964780   89.705994   17.003   16.024
  330.363662   89.785591   16.988   15.149
  332.567067   89.806427   16.697   15.467
  333.214966   89.792351   15.997   15.199
  330.455686   89.814293   16.558   15.453
  330.800883   89.922081   16.247   15.463
  333.834198   89.930099   18.333   15.903
  334.529643   89.899750   17.437   15.247
  334.881209   89.882408   16.633   17.033
  335.924402   89.695221   16.351   14.789
  337.155394   89.693382   16.637   15.530
  337.530768   89.723778   16.262   15.543
  337.827384   89.746315   15.404   14.597
  339.391267   89.737099   16.611   15.668
  339.739644   89.734749   16.568   17.160
  336.754660   89.795731   16.154   15.689
  336.760490   89.808563   16.038   15.416
  339.062089   89.758102   15.733   14.997
  336.281432   89.834221   16.428   15.646
  338.502374   89.827522   17.540   17.013
  339.356665   89.842239   15.885   14.760
  339.858094   89.873276   18.502   17.020
  336.198958   89.925079   16.927   15.670
  339.384762   89.906250   17.405   15.209
  339.658003   89.916878   15.326   14.465
  335.202962   89.964073   17.565   15.011
  339.439845   89.940964   18.288   16.382
  340.689896   89.697441   16.274   15.167
  341.399591   89.710854   15.380   14.747
  341.836160   89.700035   13.739   13.050
  343.409752   89.715942   16.273   15.533
  344.120273   89.748192   15.515   14.880
  344.887370   89.707825   16.043   15.276
  344.954380   89.732300   16.621   15.610
  341.148823   89.791260   16.710   15.918
  342.039275   89.765053   15.528   14.732
  342.906580   89.762421   13.903   13.384
  343.447643   89.812347   16.866   15.453
  344.263846   89.795784   16.706   15.170
  341.406060   89.823807   16.850   15.790
  343.997432   89.853546   14.714   13.964
  344.126118   89.868370   16.447   15.306
  344.594434   89.821938   14.546   14.110
  344.825277   89.841339   16.711   17.139
  340.429673   89.916405   15.731   14.843
  342.849988   89.876205   16.349   15.269
  344.592826   89.886414   14.704   14.196
  342.747968   89.973076   15.306   14.335
  347.537333   89.678635   15.264   14.500
  345.042024   89.723846   16.736   15.898
  345.519354   89.709389   16.006   15.758
  345.632334   89.732262   16.280   15.549
  345.724604   89.713936   16.291   15.265
  347.045682   89.739365   15.187   14.657
  347.606239   89.691345   16.030   15.228
  348.321137   89.699066   14.825   14.433
  348.532010   89.704826   16.699   15.868
  349.200911   89.699860   15.635   14.670
  349.214008   89.749367   14.813   14.092
  349.604753   89.695419   16.056   15.078
  349.862506   89.692978   16.651   15.491
  346.281753   89.762764   16.020   15.599
  346.665119   89.788681   15.021   14.557
  347.383924   89.794632   13.997   13.116
  348.321495   89.785606   17.279   15.241
  349.914599   89.755508   15.663   15.055
  345.468859   89.815392   14.561   14.148
  346.644192   89.821472   16.458   15.523
  346.872428   89.818352   14.820   13.603
  345.578885   89.922424   14.848   14.230
  349.146639   89.876450   16.781   15.332
  347.795005   89.939224   16.734   17.101
  347.869091   89.977455   18.393   17.091
  354.044701   89.679817   13.489   13.008
  354.407853   89.670578   15.171   14.239
  354.666131   89.682487   14.446   13.821
  351.609054   89.714973   14.183   13.331
  353.111939   89.716904   16.980   15.173
  353.576126   89.741692   13.582   13.044
  353.630056   89.737656   15.004   14.044
  351.590949   89.803513   16.520   15.413
  352.412901   89.791084   14.133   13.471
  351.576239   89.825157   15.888   14.649
  351.411467   89.898430   16.516   15.304
  356.598013   89.686584   15.912   15.189
  357.804120   89.686531   18.453   14.536
  358.513520   89.686111   15.709   15.308
  358.620238   89.675049   15.233   14.207
  359.513751   89.687424   15.868   14.904
  359.843856   89.674370   15.542   14.900
  355.303478   89.710876   16.412   15.450
  355.345800   89.745766   16.303   14.997
  356.849119   89.694664   18.639   16.209
  357.160208   89.749786   18.566   15.186
  357.223526   89.717522   18.653   16.861
  357.984884   89.730370   16.696   15.406
  359.443932   89.711441   15.469   14.864
  355.054306   89.763374   16.021   15.132
  355.223324   89.788788   16.702   14.942
  359.007410   89.809326   16.104   14.833
  355.923396   89.820267   17.312   15.125
  356.880549   89.855354   16.521   15.820
  357.690647   89.861046   17.127   15.085
  358.450185   89.833847   18.455   15.172
