     RAJ2000     DEJ2000     Jmag     Kmag
       F10.6       F10.6     F6.3     F6.3
         deg         deg      mag      mag
   80.286985   89.703690   16.724   15.508
   82.862812   89.742989   16.806   15.844
   83.302819   89.697876   15.095   14.187
   84.941194   89.732628   15.761   15.275
   80.401433   89.772728   16.509   15.842
   81.366046   89.752052   16.550   16.941
   83.035356   89.791771   14.754   14.129
   83.602906   89.786011   13.610   13.245
   80.143371   89.837006   15.469   14.651
   81.680812   89.860329   14.905   14.473
   82.776217   89.864265   14.318   13.515
   83.597529   89.843910   16.697   16.877
   83.907379   89.857086   16.614   15.737
   84.112390   89.816116   16.801   15.300
   80.085219   89.927124   16.841   16.265
   81.189922   89.877502   15.325   14.844
   84.615221   89.939362   16.535   16.747
   85.723528   89.741249   15.768   14.721
   86.879507   89.722748   15.222   14.567
   87.985609   89.726540   14.677   14.187
   88.526288   89.699341   16.644   15.582
   89.401422   89.690323   16.676   15.614
   89.515245   89.727562   16.323   15.238
   89.551904   89.777748   17.047   15.265
   85.742550   89.831894   14.537   13.818
   87.207911   89.851036   16.246   15.441
   87.758319   89.854744   16.125   15.006
   89.675787   89.869705   14.819   13.763
   85.713314   89.900063   16.730   17.179
   87.600411   89.936981   13.629   13.193
   87.774859   89.934212   14.941   14.280
   88.253343   89.898125   16.571   16.228
   86.339643   89.939819   14.704   14.050
   86.793746   89.969536   16.780   15.471
   90.020646   89.684982   16.455   15.044
   90.384174   89.737045   17.070   15.982
   91.014197   89.710541   15.368   14.889
   91.662599   89.720642   17.151   15.651
   92.691031   89.706619   14.188   13.462
   93.219004   89.690399   15.017   14.552
   93.445126   89.745422   16.641   15.843
   94.104548   89.740715   16.857   15.890
   94.521806   89.719017   16.848   15.662
   94.667659   89.689911   15.642   15.215
   94.661070   89.727844   14.750   13.814
   94.803244   89.688286   15.417   15.154
   91.256493   89.767441   16.015   15.496
   91.538869   89.761978   16.809   17.109
   93.283857   89.799400   16.479   15.240
   93.527645   89.813828   16.687   15.555
   90.440459   89.913422   16.570   16.710
   90.731425   89.925148   17.121   15.922
   90.775200   89.898849   16.468   15.310
   91.936951   89.899055   15.192   14.512
   96.593495   89.685249   16.497   16.024
   95.073171   89.744759   15.379   14.611
   97.234569   89.705627   14.884   14.647
   97.408961   89.724602   16.608   15.430
   98.050096   89.700172   15.914   15.106
   98.940638   89.738457   13.416   13.008
   99.600681   89.720276   15.216   14.716
   95.341493   89.810814   15.478   14.643
   95.689550   89.800507   16.475   15.817
   97.536129   89.783844   16.109   15.767
   97.702368   89.785355   16.420   14.903
   99.068969   89.771873   15.973   14.956
   97.538926   89.850037   16.768   15.711
   99.288153   89.832626   13.918   13.488
   95.244827   89.882133   14.797   14.174
  101.463800   89.668564   16.399   15.726
  102.053684   89.676926   13.614   13.035
  104.290696   89.675972   15.115   14.550
  104.910137   89.680290   16.825   15.828
  100.600854   89.705872   16.423   15.677
  100.684599   89.693123   16.776   15.620
  100.053160   89.805168   15.587   14.810
  100.631660   89.790421   15.478   14.958
  101.286592   89.773773   15.891   14.973
  101.491293   89.769447   14.142   13.813
  104.187700   89.759842   17.267   15.839
  104.667625   89.759537   16.003   15.346
  100.346977   89.863274   16.632   16.502
  100.486962   89.858681   15.344   14.541
  103.906245   89.837761   15.145   14.531
  103.964409   89.872482   16.771   14.598
  104.084407   89.873512   15.594   14.442
  104.154821   89.819374   13.596   13.122
  104.559042   89.874519   16.770   15.384
  104.630494   89.832932   16.486   15.184
  101.145267   89.916641   16.825   16.904
  104.644852   89.890518   18.406   15.965
  108.037132   89.687363   16.689   16.797
  109.989378   89.674194   15.093   14.204
  106.138263   89.705391   16.650   15.113
  106.845853   89.747948   14.729   14.054
  108.017025   89.731796   15.756   15.248
  108.103548   89.729782   16.866   15.628
  109.124113   89.699867   16.803   15.467
  105.245270   89.785843   17.362   15.778
  106.005323   89.786919   16.517   15.571
  107.938297   89.801094   16.197   15.056
  106.476203   89.835213   16.441   15.325
  109.163633   89.865158   16.793   16.928
  114.572802   89.679359   13.709   13.154
  114.793979   89.675034   15.781   14.688
  110.107052   89.702400   16.261   15.709
  113.117607   89.709335   15.929   14.750
  114.664358   89.743431   15.465   14.759
  110.249055   89.773438   14.620   13.720
  110.309241   89.829025   15.686   14.787
  111.519779   89.856255   17.215   15.583
  112.731199   89.847153   16.039   15.382
  114.207185   89.821625   16.059   15.307
  111.644707   89.887718   16.266   15.439
  113.368185   89.885895   16.595   15.507
  114.302008   89.924469   15.658   15.838
  110.922120   89.983841   18.471   17.006
  116.777123   89.674522   15.681   14.705
  119.998301   89.685135   16.709   15.418
  116.706990   89.723221   13.968   13.316
  117.575487   89.725533   16.671   15.725
  118.702480   89.701401   16.256   15.736
  118.765192   89.703232   14.822   13.935
  119.073090   89.703186   14.599   13.940
  119.463015   89.700638   17.449   15.271
  117.301310   89.764282   16.330   15.623
  117.306079   89.806366   13.979   13.144
  116.599039   89.852257   16.710   16.342
  117.167988   89.825043   15.319   14.434
  118.393221   89.828857   15.711   15.120
  116.421034   89.876732   14.675   14.479
  116.705727   89.928360   15.348   14.807
  120.100890   89.684654   16.240   15.440
  124.692834   89.686775   13.587   13.050
  120.887477   89.696716   14.515   13.950
  121.207187   89.706985   15.922   15.396
  123.647366   89.748642   15.958   15.071
  122.514749   89.792747   15.533   15.245
  124.372082   89.780617   15.862   14.750
  120.721528   89.829521   16.091   15.037
  121.160581   89.829453   16.614   14.532
  121.300388   89.830208   16.267   15.165
  123.855887   89.832870   15.534   14.023
  123.955520   89.822517   16.850   15.395
  122.280852   89.895668   16.491   15.383
  122.431975   89.880554   18.652   17.092
  124.187383   89.894417   16.675   15.454
  125.532486   89.674683   16.414   15.609
  127.592657   89.681480   14.013   13.531
  125.159347   89.723915   15.438   14.589
  125.258870   89.746078   16.761   17.110
  125.267244   89.728172   15.620   15.434
  125.941674   89.730988   16.795   17.055
  127.296822   89.732010   16.871   16.167
  128.637443   89.701530   14.689   14.159
  129.535994   89.700592   16.516   15.771
  125.352425   89.754341   16.760   16.172
  125.563727   89.765327   15.843   15.628
  125.705451   89.768791   16.711   15.489
  126.103692   89.766502   14.660   14.122
  127.451706   89.793022   17.013   15.283
  129.512348   89.752045   14.227   13.859
  125.373406   89.860397   16.628   15.655
  125.714638   89.867844   15.609   14.596
  125.994254   89.844177   17.523   14.981
  126.303689   89.812622   16.455   15.314
  127.362976   89.862282   16.174   15.383
  128.032153   89.848709   16.824   16.193
  129.080705   89.851479   17.242   16.022
  129.399512   89.835426   14.007   13.375
  125.740985   89.891533   14.778   14.074
  125.971564   89.893517   16.602   15.488
  126.267036   89.879845   16.033   14.887
  126.849091   89.908424   16.794   15.919
  126.983716   89.877182   14.064   13.606
  128.010598   89.911263   14.810   14.369
  128.205003   89.922768   15.511   14.701
  127.332189   89.948181   15.733   14.858
  127.969362   89.954369   15.624   14.863
  133.703191   89.672394   15.519   14.412
  130.032309   89.716270   16.665   16.003
  130.349051   89.710548   16.477   15.361
  131.568011   89.737541   15.515   14.652
  131.786106   89.688446   14.004   13.131
  132.036889   89.687767   14.848   14.109
  134.068733   89.714989   16.042   14.909
  130.732012   89.791260   16.022   15.538
  131.383071   89.809464   16.788   15.558
  132.286034   89.810837   16.716   17.098
  133.803989   89.797623   16.449   14.712
  133.976996   89.798622   14.464   13.967
  134.027175   89.796188   16.737   15.254
  134.750386   89.780533   14.334   13.755
  134.891043   89.789757   16.617   15.399
  132.991150   89.817268   14.599   14.248
  133.213423   89.850357   16.256   15.370
  135.841453   89.681465   16.052   15.184
  137.018172   89.679794   16.964   15.681
  138.396839   89.687080   16.754   17.132
  139.567556   89.671242   15.961   15.074
  135.122848   89.713516   15.325   14.849
  137.963500   89.738419   16.117   15.235
  138.583631   89.746902   15.780   14.771
  137.268865   89.807930   18.774   16.958
  138.717751   89.770859   14.491   13.718
  139.094083   89.757385   15.924   15.361
  139.230666   89.787827   15.117   14.511
  135.246701   89.832619   17.371   15.501
  136.041480   89.831367   16.680   16.177
  136.218715   89.842171   16.757   16.543
  136.284547   89.840782   16.764   15.335
  138.857972   89.828827   18.507   17.197
  138.910042   89.830345   18.803   17.172
  139.400156   89.815475   15.382   15.012
  136.019708   89.904945   16.666   16.167
  136.147039   89.935555   16.567   15.296
  136.914696   89.909706   16.480   14.638
  136.975127   89.948372   13.795   13.233
  141.008058   89.677216   17.140   15.494
  141.745931   89.685860   16.676   15.768
  141.955957   89.671028   14.003   13.107
  143.128028   89.684608   13.585   13.030
  140.111211   89.726837   15.880   14.971
  141.135879   89.732597   16.783   17.152
  141.130687   89.716530   16.415   15.742
  141.807535   89.746613   16.748   16.140
  142.644518   89.742310   13.968   13.435
  143.337620   89.708633   16.850   16.713
  143.970539   89.724937   13.991   13.535
  144.915168   89.700607   14.973   14.368
  140.232801   89.776993   16.969   15.538
  140.576925   89.756241   14.736   13.962
  143.967717   89.757980   16.362   15.807
  143.992184   89.807823   16.199   15.636
  144.562323   89.763268   15.163   14.638
  144.501561   89.758865   15.979   15.047
  140.287896   89.855446   14.178   13.424
  140.335812   89.858963   15.530   14.747
  141.019384   89.852562   18.588   17.073
  143.403624   89.851089   14.307   13.665
  143.908072   89.874405   18.627   16.185
  144.621998   89.872383   18.551   16.804
  142.968458   89.936356   16.647   15.725
  144.901784   89.941444   16.647   17.033
  145.004822   89.677605   16.036   15.080
  148.654113   89.668388   16.419   15.663
  149.536064   89.685593   15.835   15.357
  147.901722   89.725075   14.882   14.671
  148.445031   89.739265   16.554   15.353
  148.469557   89.725868   16.347   15.300
  148.757878   89.700294   13.510   13.005
  149.888760   89.699547   14.107   13.485
  145.206020   89.784149   14.369   13.887
  145.309373   89.764763   18.465   15.115
  145.664942   89.795036   15.958   15.610
  148.641396   89.753952   16.454   15.282
  148.760833   89.771729   15.974   15.419
  149.281664   89.827385   17.367   15.609
  147.962469   89.895897   17.285   16.739
  148.029504   89.879074   15.385   14.753
  152.812255   89.672287   16.569   14.603
  152.917707   89.667389   15.527   15.152
  153.673351   89.677254   16.165   15.708
  151.677231   89.710075   14.229   13.405
  152.330708   89.693893   16.395   15.003
  152.695589   89.699883   13.796   13.243
  153.131030   89.699585   14.477   13.649
  154.006521   89.688759   16.566   15.492
  150.772006   89.788467   14.990   14.559
  152.094661   89.771400   16.406   15.344
  153.781382   89.782837   16.584   15.412
  151.785025   89.873848   18.508   16.775
  153.786903   89.851318   16.760   15.496
  154.091788   89.916634   18.608   16.899
  154.441928   89.926414   16.815   17.160
  156.510171   89.672958   16.691   15.605
  155.221746   89.740097   14.554   13.978
  157.562664   89.740288   16.811   15.748
  157.812413   89.737900   15.236   14.297
  158.806448   89.722740   16.874   15.746
  159.261895   89.728249   13.998   13.530
  157.300598   89.773865   15.925   15.594
  158.279552   89.786774   16.865   16.112
  159.910010   89.800186   16.614   15.104
  155.405622   89.818321   16.430   15.659
  156.014807   89.865326   15.888   15.142
  158.280364   89.821220   17.167   15.684
  155.656628   89.911362   16.460   15.096
  158.236867   89.918480   16.019   14.933
  159.884601   89.912590   15.430   14.483
  163.821621   89.686722   16.170   15.324
  160.860753   89.717628   16.591   14.926
  161.470176   89.707268   16.138   15.397
  163.330416   89.742683   16.351   15.354
  164.050230   89.713211   14.380   13.589
  164.413871   89.731750   18.366   15.140
  161.531682   89.760086   16.487   15.094
  161.786740   89.775574   15.895   15.413
  162.650090   89.754761   15.846   15.145
  164.199542   89.789383   15.018   14.605
  164.349607   89.766335   15.836   14.847
  161.410546   89.850273   15.355   14.635
  161.547543   89.851173   15.493   14.678
  163.805108   89.847847   14.767   14.373
  161.832364   89.917480   16.426   15.022
  163.598474   89.924232   14.935   14.033
  164.083883   89.935768   18.752   17.216
  164.337947   89.919327   14.334   13.946
  163.134056   89.948288   16.858   15.650
  166.143640   89.668427   16.807   15.350
  167.169083   89.674904   16.365   15.567
  168.216551   89.675957   13.764   13.416
  168.828230   89.679382   16.520   14.857
  167.066346   89.694633   14.295   13.419
  168.970399   89.690376   16.963   15.746
  165.231582   89.782684   15.862   14.907
  165.430615   89.773994   15.286   14.577
  165.441193   89.789642   15.345   14.760
  166.362608   89.790085   16.089   14.922
  166.556127   89.773415   16.244   15.418
  168.014862   89.803963   16.506   15.980
  166.097141   89.851570   13.502   13.016
  167.963109   89.833084   13.816   13.328
  171.330802   89.667511   16.190   14.937
  174.271270   89.682632   15.462   14.706
  170.745484   89.695564   14.334   13.711
  170.856279   89.737389   15.322   14.295
  171.882536   89.691109   16.544   15.245
  172.326655   89.722694   17.217   16.941
  174.797007   89.726738   16.322   15.644
  173.000708   89.768593   15.790   14.938
  173.732715   89.761032   16.088   15.276
  171.685783   89.844017   13.953   13.578
  172.457776   89.832603   14.432   13.500
  173.546596   89.829750   16.865   15.559
  174.875548   89.859818   16.712   15.840
  171.469639   89.905724   18.597   16.518
  173.270355   89.934067   13.725   13.250
  174.163401   89.877678   16.694   15.986
  177.090443   89.678085   15.943   15.804
  178.490942   89.669456   16.195   16.510
  179.347814   89.689110   15.374   14.797
  175.395039   89.776093   16.121   15.256
  176.530657   89.797577   15.645   14.713
  177.514495   89.755745   15.767   14.976
  177.751242   89.767227   15.123   14.581
  179.900128   89.772675   15.974   14.875
  176.194390   89.819977   18.077   14.377
  178.556529   89.844437   15.675   14.667
  178.791919   89.862946   13.570   13.057
  179.520627   89.814537   16.199   16.027
  178.703151   89.889435   14.540   14.175
  182.282081   89.668739   15.960   15.264
  183.795995   89.670807   16.738   15.187
  184.278247   89.681473   15.605   15.085
  184.437246   89.687424   16.684   16.325
  180.428134   89.722885   16.780   15.802
  181.270649   89.718323   14.657   14.122
  181.763463   89.715118   14.100   13.549
  182.111827   89.688667   14.336   13.812
  182.798205   89.720818   14.333   13.850
  183.852728   89.726555   16.470   16.536
  183.909686   89.723244   14.604   13.835
  184.438542   89.736809   15.595   14.790
  184.875547   89.701302   15.902   15.334
  181.342213   89.778046   14.407   14.005
  181.676005   89.769379   14.920   14.088
  182.499315   89.769882   15.393   14.574
  184.253865   89.781456   15.220   14.527
  181.830567   89.869675   16.519   15.148
  182.697557   89.840240   15.935   14.959
  184.103425   89.845085   17.787   13.648
  182.799894   89.919891   18.329   16.667
  184.134182   89.933052   14.348   13.752
  180.216382   89.967781   16.804   17.163
  181.357693   89.951408   18.734   16.349
  183.329966   89.950684   16.607   15.796
  185.451437   89.678169   16.599   15.696
  186.942249   89.670074   16.435   15.391
  185.481712   89.692039   16.672   15.414
  188.277016   89.724541   15.203   14.263
  189.779047   89.700081   13.705   13.276
  189.846226   89.739754   16.537   15.454
  185.461060   89.790260   14.337   13.491
  186.332995   89.777351   15.093   14.631
  187.004495   89.761604   15.048   14.552
  188.865731   89.757339   16.343   15.279
  189.552894   89.793304   15.855   14.914
  186.262058   89.818665   16.656   15.584
  188.688209   89.850220   13.872   13.022
  190.220068   89.676834   15.934   14.826
  190.107469   89.729683   15.988   15.043
  190.319798   89.693298   18.600   13.554
  190.830018   89.706299   16.654   15.790
  192.810763   89.695534   16.554   15.528
  190.168540   89.804718   16.845   15.419
  190.908398   89.807365   16.270   15.420
  192.799551   89.785538   16.584   15.794
  191.686032   89.842392   16.690   17.045
  193.900885   89.915878   16.234   16.239
  191.639720   89.974533   13.776   13.080
  192.870184   89.945923   16.717   16.038
  198.413159   89.682259   16.798   15.157
  199.993857   89.672356   14.695   14.114
  195.214497   89.738297   16.244   15.370
  195.193764   89.749146   16.417   15.853
  196.713956   89.709145   13.831   13.345
  197.019137   89.725037   13.927   13.431
  199.650680   89.714066   16.553   15.752
  195.722493   89.750450   16.432   15.598
  195.888888   89.805115   16.768   15.273
  196.415121   89.787056   15.742   15.388
  197.682443   89.792366   14.481   13.931
  197.916104   89.788841   16.239   16.309
  195.219932   89.832947   17.254   15.797
  197.090053   89.817184   16.459   14.928
  195.683857   89.905670   16.209   15.027
  198.379981   89.881554   16.660   15.521
  197.450988   89.977242   16.366   15.202
  201.755679   89.689484   16.069   15.358
  203.179507   89.723282   16.040   15.271
  203.631445   89.706352   16.723   15.294
  203.805594   89.700272   15.709   15.599
  204.347408   89.708664   15.709   15.244
  204.642491   89.724419   13.893   13.253
  204.865939   89.689240   15.333   14.701
  202.142835   89.786041   17.435   15.638
  203.150059   89.795151   16.619   15.309
  201.933537   89.836235   14.198   13.770
  202.486394   89.864540   15.137   14.192
  202.990713   89.846001   14.253   13.684
  204.979235   89.838158   15.489   14.783
  204.255547   89.933258   17.258   15.529
  204.817033   89.929024   14.304   13.838
  207.635999   89.675301   14.595   13.938
